angleX,angleY,angleZ,Time,Label
-2,41,25,12:09:05,Long Standing
-3,41,24,12:09:05,Long Standing
-3,41,25,12:09:06,Long Standing
-2,42,24,12:09:06,Long Standing
-3,42,23,12:09:07,Long Standing
-4,46,27,12:09:07,Long Standing
-33,-17,9,12:09:08,Long Standing
-15,-39,27,12:09:08,Long Standing
-14,-42,25,12:09:09,Long Standing
-15,-45,20,12:09:09,Long Standing
-49,0,3,12:09:10,Long Standing
-49,0,3,12:09:11,Long Standing
-49,0,3,12:09:11,Long Standing
-48,0,0,12:09:12,Long Standing
-49,1,0,12:09:12,Long Standing
-49,0,0,12:09:13,Long Standing
-49,0,1,12:09:13,Long Standing
-48,0,1,12:09:14,Long Standing
-50,0,2,12:09:14,Long Standing
-47,1,-1,12:09:15,Long Standing
-49,3,-2,12:09:15,Long Standing
-49,1,-2,12:09:16,Long Standing
-48,1,-2,12:09:16,Long Standing
-49,0,-2,12:09:17,Long Standing
-48,0,-1,12:09:17,Long Standing
-49,-1,-1,12:09:18,Long Standing
-48,-2,-2,12:09:18,Long Standing
-48,-1,-2,12:09:19,Long Standing
-48,0,-2,12:09:19,Long Standing
-48,0,-2,12:09:20,Long Standing
-49,-1,-2,12:09:20,Long Standing
-48,-1,-2,12:09:21,Long Standing
-48,0,-1,12:09:21,Long Standing
-49,-2,0,12:09:22,Long Standing
-48,0,-1,12:09:22,Long Standing
-49,-1,-1,12:09:23,Long Standing
-49,-1,-1,12:09:23,Long Standing
-49,0,-2,12:09:24,Long Standing
-34,31,16,12:09:24,Long Standing
-14,45,-2,12:09:25,Long Standing
-14,45,-2,12:09:26,Bowing
-8,41,11,12:09:26,Bowing
-18,39,19,12:09:27,Short Standing
-17,41,17,12:09:27,Short Standing
-17,41,17,12:09:28,Short Standing
-23,31,23,12:09:28,Short Standing
-12,-2,32,12:09:29,1st Prostration
-17,31,38,12:09:29,1st Prostration
-19,11,46,12:09:30,1st Prostration
-18,10,46,12:09:30,1st Prostration
-18,12,46,12:09:31,1st Prostration
-18,12,45,12:09:31,1st Prostration
-17,11,46,12:09:32,1st Prostration
-17,10,46,12:09:32,1st Prostration
-23,0,40,12:09:33,Short Sitting
