angleX,angleY,angleZ,Time,Label
-1,24,43,12:25:29,Long Standing
0,25,42,12:25:30,Long Standing
0,24,42,12:25:30,Long Standing
1,24,44,12:25:31,Long Standing
14,6,47,12:25:31,Long Standing
12,6,45,12:25:32,Long Standing
9,26,47,12:25:34,Long Standing
26,-34,13,12:25:35,Long Standing
-29,-20,37,12:25:35,Long Standing
-42,-11,15,12:25:36,Long Standing
-46,-10,15,12:25:36,Long Standing
-44,-13,20,12:25:37,Long Standing
-46,-26,20,12:25:37,Long Standing
-43,-11,16,12:25:38,Long Standing
-45,-9,11,12:25:38,Long Standing
-46,-6,15,12:25:39,Long Standing
-46,-12,12,12:25:39,Long Standing
-46,-14,6,12:25:40,Long Standing
-47,-14,7,12:25:40,Long Standing
-47,-13,5,12:25:41,Long Standing
-48,-12,1,12:25:41,Long Standing
-49,-12,5,12:25:42,Long Standing
-46,-16,5,12:25:42,Long Standing
-47,-15,5,12:25:43,Long Standing
-46,-17,6,12:25:43,Long Standing
-46,-16,4,12:25:44,Long Standing
-46,-15,4,12:25:44,Long Standing
-46,-15,5,12:25:45,Long Standing
-46,-16,5,12:25:45,Long Standing
-46,-15,6,12:25:46,Long Standing
-46,-17,7,12:25:46,Long Standing
-47,-16,6,12:25:47,Long Standing
-47,-16,5,12:25:47,Long Standing
-46,-16,5,12:25:48,Long Standing
-47,-15,4,12:25:48,Long Standing
-46,-15,5,12:25:49,Long Standing
-45,-16,6,12:25:49,Long Standing
-45,-16,7,12:25:50,Long Standing
-46,-16,9,12:25:50,Long Standing
-34,-10,18,12:25:51,Long Standing
-18,38,27,12:25:51,Long Standing
-5,45,-9,12:25:52,Bowing
-9,46,-10,12:25:53,Bowing
-8,47,-8,12:25:53,Bowing
-7,29,19,12:25:54,Bowing
0,42,17,12:25:55,Short Standing
0,31,13,12:25:55,Short Standing
-15,37,35,12:25:56,Short Standing
-6,15,36,12:25:56,Short Standing
-24,29,39,12:25:57,1st Prostration
-27,13,36,12:25:57,1st Prostration
-30,13,38,12:25:58,1st Prostration
-30,13,37,12:25:58,1st Prostration
-34,13,38,12:25:59,1st Prostration
-24,29,30,12:25:59,1st Prostration
-13,29,37,12:26:00,Short Sitting
-15,30,35,12:26:00,Short Sitting
-7,30,37,12:26:01,Short Sitting
-44,40,50,12:26:01,Short Sitting
