angleX,angleY,angleZ,Time,Label
-5,7,50,12:43:54,Long Standing
-4,7,50,12:43:54,Long Standing
-18,-20,46,12:43:55,Long Standing
12,-41,26,12:43:56,Long Standing
13,-36,23,12:43:56,Long Standing
-1,22,47,12:43:57,Long Standing
-3,24,46,12:43:58,Long Standing
-14,-17,43,12:43:59,Long Standing
-11,-4,48,12:44:00,Long Standing
-13,-23,31,12:44:00,Long Standing
-19,-29,38,12:44:01,Long Standing
-25,-21,26,12:44:01,Long Standing
-29,-26,27,12:44:02,Long Standing
-32,-23,31,12:44:02,Long Standing
-31,-24,31,12:44:03,Long Standing
-33,-25,29,12:44:03,Long Standing
-33,-25,29,12:44:04,Long Standing
-33,-26,29,12:44:04,Long Standing
-33,-25,28,12:44:05,Long Standing
-34,-26,27,12:44:05,Long Standing
-34,-26,27,12:44:06,Long Standing
-35,-26,27,12:44:06,Long Standing
-34,-27,26,12:44:07,Long Standing
-34,-25,26,12:44:07,Long Standing
-34,-25,26,12:44:08,Long Standing
-34,-26,26,12:44:08,Long Standing
-34,-26,26,12:44:09,Long Standing
-34,-26,26,12:44:09,Long Standing
-34,-26,25,12:44:10,Long Standing
-36,-26,26,12:44:10,Long Standing
-34,-26,26,12:44:11,Long Standing
-35,-27,25,12:44:11,Long Standing
-35,-26,25,12:44:12,Long Standing
-35,-26,26,12:44:12,Long Standing
-35,-26,25,12:44:13,Long Standing
-35,-26,25,12:44:13,Long Standing
-34,-26,25,12:44:14,Long Standing
-35,-26,25,12:44:14,Long Standing
-35,-26,26,12:44:15,Long Standing
-35,-25,26,12:44:15,Long Standing
-35,-25,26,12:44:16,Long Standing
-35,-21,28,12:44:16,Long Standing
-47,-21,27,12:44:17,Long Standing
-29,39,34,12:44:17,Long Standing
-15,48,1,12:44:18,Bowing
-16,45,-3,12:44:18,Bowing
-22,42,4,12:44:19,Bowing
-23,45,6,12:44:19,Bowing
-32,42,17,12:44:20,Bowing
-16,45,2,12:44:20,Bowing
-17,45,-1,12:44:21,Bowing
-15,44,-2,12:44:21,Bowing
-16,44,-3,12:44:22,Bowing
-16,44,-2,12:44:22,Bowing
-11,42,6,12:44:23,Bowing
-4,42,6,12:44:24,Short Standing
-6,47,10,12:44:24,Short Standing
-7,46,12,12:44:25,Short Standing
-6,46,10,12:44:25,Short Standing
-8,46,13,12:44:26,Short Standing
-7,46,12,12:44:26,Short Standing
-7,45,11,12:44:27,Short Standing
-6,46,12,12:44:27,Short Standing
-13,46,5,12:44:28,Short Standing
-11,48,14,12:44:28,Short Standing
-13,41,16,12:44:29,Short Standing
-3,32,14,12:44:29,Short Standing
-22,36,17,12:44:30,Short Standing
-17,45,15,12:44:31,1st Prostration
-5,28,45,12:44:31,1st Prostration
-13,16,45,12:44:32,1st Prostration
-24,16,41,12:44:32,1st Prostration
-20,28,38,12:44:33,1st Prostration
-30,3,45,12:44:33,1st Prostration
-33,-1,39,12:44:34,1st Prostration
-32,-1,39,12:44:34,1st Prostration
-32,-1,38,12:44:35,1st Prostration
-32,-1,39,12:44:35,1st Prostration
-32,-1,39,12:44:36,1st Prostration
-32,-1,39,12:44:36,1st Prostration
-32,-1,39,12:44:37,1st Prostration
-33,-1,39,12:44:37,1st Prostration
-32,-2,39,12:44:38,1st Prostration
-33,-1,38,12:44:38,1st Prostration
-20,9,42,12:44:39,1st Prostration
-22,35,31,12:44:40,Short Sitting
-12,26,33,12:44:40,Short Sitting
-14,23,44,12:44:41,Short Sitting
