angleX,angleY,angleZ,Time,
4,-45,28,23:38:27,
9,-40,36,23:38:27,
9,-30,35,23:38:28,
8,-20,41,23:38:28,
4,-10,47,23:38:28,
7,0,47,23:38:28,
8,10,47,23:38:28,
6,19,43,23:38:28,
7,28,35,23:38:28,
5,34,27,23:38:29,
-2,37,18,23:38:29,
-11,39,10,23:38:29,
-21,43,7,23:38:29,
-27,37,0,23:38:29,
-10,38,4,23:38:30,
-5,36,18,23:38:30,
-1,34,27,23:38:30,
0,26,34,23:38:30,
8,22,39,23:38:30,
1,14,41,23:38:30,
7,8,50,23:38:30,
23,0,49,23:38:30,
15,-1,42,23:38:30,
30,-7,44,23:38:30,
22,-7,35,23:38:31,
30,-10,28,23:38:31,
42,-14,30,23:38:31,
50,-14,21,23:38:31,
44,-16,13,23:38:31,
46,-16,0,23:38:31,
39,-26,3,23:38:32,
48,-20,0,23:38:32,
37,-28,3,23:38:32,
47,-20,-2,23:38:32,
38,-24,-9,23:38:38,
47,-22,-4,23:38:38,
37,-25,-9,23:38:38,
46,-23,-4,23:38:38,
36,-25,-10,23:38:38,
44,-22,-4,23:38:38,
35,-25,-9,23:38:39,
46,-23,-5,23:38:39,
36,-25,-5,23:38:44,
25,-28,-6,23:38:44,
37,-27,-1,23:38:44,
29,-37,-1,23:38:44,
21,-43,0,23:38:44,
12,-48,5,23:38:44,
5,-46,-4,23:38:44,
-1,-47,-12,23:38:45,
-4,-42,-22,23:38:45,
-2,-47,-13,23:38:45,
-2,-57,-16,23:38:50,
-2,-47,-14,23:38:50,
1,-46,-4,23:38:50,
7,-42,3,23:38:51,
10,-49,10,23:38:51,
5,-47,0,23:38:52,
21,-47,2,23:38:52,
11,-48,10,23:38:52,
-1,-51,13,23:38:52,
8,-55,3,23:38:52,
10,-59,-6,23:38:53,
14,-49,-10,23:38:53,
20,-34,-5,23:38:53,
9,-38,22,23:38:53,
-5,-43,17,23:38:53,
-2,-36,24,23:38:53,
14,-31,19,23:38:53,
12,-24,4,23:38:53,
2,-16,9,23:38:53,
4,-26,12,23:38:53,
8,-34,19,23:38:53,
16,-41,18,23:38:53,
25,-44,22,23:38:53,
13,-39,18,23:38:53,
23,-42,31,23:38:53,
12,-41,34,23:38:53,
17,-41,43,23:38:53,
14,-28,49,23:38:54,
11,-17,49,23:38:54,
4,-7,48,23:38:54,
4,-9,36,23:38:54,
11,-16,41,23:38:54,
15,-21,33,23:38:54,
5,-19,31,23:38:54,
12,-29,37,23:38:54,
4,-36,40,23:38:54,
8,-45,35,23:38:54,
4,-39,27,23:38:54,
11,-46,24,23:38:54,
19,-45,49,23:38:54,
20,-17,45,23:38:54,
15,-7,38,23:38:54,
20,-13,45,23:38:54,
22,-23,42,23:38:54,
13,-21,38,23:38:54,
22,-9,44,23:38:55,
25,-17,38,23:38:55,
26,-25,31,23:38:57,
22,-20,39,23:38:58,
13,-25,37,23:38:58,
17,-34,46,23:38:58,
28,-40,50,23:38:58,
23,-34,40,23:38:58,
15,-27,34,23:38:58,
7,-23,29,23:38:59,
20,-19,31,23:38:59,
19,-15,42,23:38:59,
12,-6,42,23:38:59,
24,-9,50,23:38:59,
24,-12,39,23:38:59,
17,-16,45,23:39:00,
27,-11,44,23:39:01,
19,-5,43,23:39:01,
9,-6,48,23:39:01,
20,-5,46,23:39:01,
12,-7,40,23:39:01,
11,-17,45,23:39:01,
23,-19,43,23:39:01,
14,-24,39,23:39:02,
20,-33,39,23:39:02,
18,-28,49,23:39:02,
19,-13,49,23:39:02,
18,-3,45,23:39:02,
29,-16,45,23:39:02,
31,-31,45,23:39:02,
19,-22,35,23:39:02,
17,-10,38,23:39:02,
26,-23,38,23:39:02,
18,-28,34,23:39:06,
19,-29,44,23:39:06,
16,-40,42,23:39:06,
11,-32,33,23:39:06,
21,-38,35,23:39:06,
13,-41,26,23:39:06,
5,-44,18,23:39:06,
14,-39,22,23:39:06,
8,-44,30,23:39:07,
13,-34,26,23:39:07,
22,-29,30,23:39:07,
17,-23,39,23:39:07,
16,-13,40,23:39:07,
24,-19,42,23:39:07,
11,-16,42,23:39:07,
22,-13,47,23:39:08,
12,-15,45,23:39:08,
26,-17,45,23:39:08,
31,-15,32,23:39:08,
29,-13,21,23:39:08,
41,-14,18,23:39:08,
37,-13,36,23:39:08,
25,-12,43,23:39:08,
22,-6,34,23:39:08,
24,-13,44,23:39:08,
41,-21,46,23:39:08,
29,-24,46,23:39:08,
35,-31,50,23:39:08,
28,-35,44,23:39:08,
21,-29,36,23:39:08,
16,-20,21,23:39:08,
11,-26,33,23:39:08,
23,-32,38,23:39:09,
20,-28,19,23:39:09,
10,-26,19,23:39:09,
13,-32,36,23:39:09,
27,-39,39,23:39:09,
25,-29,25,23:39:09,
14,-23,20,23:39:09,
25,-27,23,23:39:09,
16,-35,24,23:39:09,
21,-41,13,23:39:09,
22,-50,20,23:39:09,
22,-47,9,23:39:09,
29,-39,6,23:39:09,
30,-31,0,23:39:09,
32,-22,-5,23:39:10,
45,-16,-6,23:39:10,
35,-22,-5,23:39:10,
41,-13,-2,23:39:10,
49,-18,-6,23:39:10,
38,-17,-9,23:39:10,
49,-24,-15,23:39:10,
42,-19,-8,23:39:10,
35,-27,-4,23:39:13,
41,-18,-6,23:39:13,
28,-23,-6,23:39:25,
38,-25,-5,23:39:26,
38,-36,-1,23:39:26,
29,-40,4,23:39:26,
19,-43,4,23:39:26,
11,-48,-1,23:39:26,
5,-45,-9,23:39:26,
4,-47,-19,23:39:27,
3,-49,-9,23:39:32,
4,-46,1,23:39:33,
15,-48,4,23:39:33,
3,-48,2,23:39:33,
14,-48,4,23:39:34,
1,-49,-1,23:39:34,
0,-49,9,23:39:34,
14,-48,12,23:39:35,
3,-48,11,23:39:35,
-8,-51,4,23:39:35,
6,-51,-1,23:39:35,
19,-47,0,23:39:35,
14,-52,13,23:39:35,
13,-48,1,23:39:35,
8,-42,-8,23:39:35,
6,-38,3,23:39:35,
20,-40,4,23:39:35,
18,-37,21,23:39:35,
7,-39,15,23:39:36,
12,-30,15,23:39:36,
11,-38,22,23:39:36,
12,-39,34,23:39:36,
15,-45,22,23:39:36,
22,-39,15,23:39:36,
17,-44,24,23:39:36,
22,-36,32,23:39:36,
16,-28,31,23:39:36,
14,-27,44,23:39:36,
24,-25,42,23:39:36,
14,-26,39,23:39:36,
3,-20,43,23:39:37,
6,-27,33,23:39:37,
5,-37,38,23:39:37,
10,-33,28,23:39:37,
15,-43,40,23:39:37,
21,-22,45,23:39:37,
16,-10,39,23:39:37,
24,-11,48,23:39:37,
29,-7,40,23:39:38,
23,-15,39,23:39:38,
19,-24,41,23:39:43,
17,-32,34,23:39:43,
16,-46,34,23:39:43,
8,-38,34,23:39:43,
4,-31,28,23:39:43,
15,-24,31,23:39:43,
15,-15,37,23:39:43,
7,-9,38,23:39:43,
18,-8,41,23:39:43,
25,-16,42,23:39:44,
15,-13,38,23:39:44,
22,-9,45,23:39:45,
13,-4,47,23:39:45,
14,-14,43,23:39:45,
14,-23,37,23:39:46,
20,-29,31,23:39:46,
27,-38,38,23:39:46,
14,-12,43,23:39:46,
26,-10,44,23:39:46,
19,-16,37,23:39:46,
27,-22,34,23:39:47,
23,-28,42,23:39:49,
23,-19,37,23:39:49,
21,-29,36,23:39:50,
16,-37,29,23:39:50,
21,-45,35,23:39:50,
18,-36,45,23:39:50,
4,-42,38,23:39:50,
12,-38,27,23:39:50,
14,-30,35,23:39:51,
14,-21,44,23:39:51,
13,-11,40,23:39:51,
21,-10,47,23:39:51,
