angleX,angleY,angleZ,Time,
5,-45,26,23:31:22,
7,-44,36,23:31:22,
9,-33,36,23:31:22,
11,-23,42,23:31:22,
12,-12,47,23:31:22,
12,0,47,23:31:22,
9,12,45,23:31:23,
14,18,37,23:31:23,
13,28,33,23:31:23,
4,30,29,23:31:23,
3,37,21,23:31:23,
-5,40,15,23:31:23,
-17,43,10,23:31:23,
-23,41,2,23:31:24,
-8,44,8,23:31:24,
-5,35,19,23:31:24,
0,27,24,23:31:25,
8,17,32,23:31:25,
14,10,37,23:31:25,
27,4,45,23:31:25,
16,-2,42,23:31:25,
12,-12,48,23:31:25,
27,-17,47,23:31:25,
36,-18,36,23:31:25,
46,-18,32,23:31:25,
44,-18,21,23:31:25,
35,-19,12,23:31:25,
44,-19,6,23:31:26,
39,-33,12,23:31:26,
46,-10,1,23:31:26,
46,-21,2,23:31:26,
42,-19,-7,23:31:28,
30,-21,-6,23:31:43,
26,-30,-3,23:31:43,
38,-37,-2,23:31:43,
39,-47,0,23:31:43,
29,-43,0,23:31:43,
18,-41,1,23:31:43,
10,-48,-4,23:31:43,
1,-47,-9,23:31:44,
1,-48,-19,23:31:44,
-2,-54,-11,23:31:48,
0,-47,-4,23:31:48,
6,-42,3,23:31:48,
12,-46,10,23:31:49,
7,-53,1,23:31:50,
3,-44,3,23:31:51,
-6,-49,-3,23:31:51,
2,-45,3,23:31:51,
0,-60,1,23:31:51,
16,-50,1,23:31:51,
17,-47,11,23:31:52,
2,-49,8,23:31:52,
-8,-50,10,23:31:52,
10,-44,7,23:31:52,
24,-40,7,23:31:52,
25,-40,17,23:31:52,
28,-46,26,23:31:52,
18,-46,23,23:31:52,
14,-36,30,23:31:52,
13,-36,19,23:31:52,
1,-29,22,23:31:52,
11,-33,26,23:31:52,
13,-31,36,23:31:53,
21,-29,42,23:31:53,
24,-25,33,23:31:53,
12,-23,36,23:31:53,
10,-25,48,23:31:53,
16,-14,44,23:31:53,
23,-22,42,23:31:53,
14,-14,44,23:31:53,
25,-14,49,23:31:53,
21,-9,39,23:31:53,
21,-17,47,23:31:53,
22,-11,37,23:31:53,
21,-18,45,23:31:53,
29,-12,39,23:31:54,
24,-21,35,23:31:56,
34,-13,34,23:31:57,
24,-20,40,23:31:57,
20,-24,49,23:31:58,
15,-30,42,23:31:58,
11,-25,34,23:31:58,
17,-16,36,23:31:59,
20,-12,45,23:31:59,
11,-10,38,23:31:59,
13,-15,48,23:31:59,
5,-5,41,23:32:00,
16,-5,42,23:32:00,
16,-15,43,23:32:01,
16,-25,41,23:32:01,
13,-14,43,23:32:01,
20,-20,49,23:32:02,
17,-16,40,23:32:02,
21,-21,30,23:32:07,
22,-22,40,23:32:07,
16,-29,36,23:32:07,
5,-27,27,23:32:07,
8,-35,35,23:32:07,
20,-40,37,23:32:07,
24,-50,45,23:32:07,
17,-48,34,23:32:07,
7,-43,27,23:32:07,
9,-33,23,23:32:07,
13,-26,35,23:32:07,
16,-35,40,23:32:08,
15,-31,30,23:32:08,
11,-20,30,23:32:08,
9,-21,40,23:32:08,
21,-25,43,23:32:08,
19,-15,48,23:32:08,
14,-4,42,23:32:08,
9,2,49,23:32:09,
16,-14,49,23:32:09,
18,-16,38,23:32:09,
11,-19,47,23:32:09,
20,-17,38,23:32:09,
13,-23,34,23:32:09,
26,-31,35,23:32:09,
16,-25,29,23:32:09,
25,-35,36,23:32:09,
23,-32,25,23:32:09,
26,-27,12,23:32:10,
36,-26,15,23:32:10,
42,-26,5,23:32:10,
48,-22,-2,23:32:10,
41,-18,-8,23:32:10,
26,-35,0,23:32:10,
37,-19,-13,23:32:10,
38,-14,-1,23:32:10,
47,-13,-6,23:32:10,
42,-16,-16,23:32:11,
49,-18,-8,23:32:11,
39,-18,-9,23:32:11,
50,-21,-5,23:32:20,
38,-20,-8,23:32:21,
48,-21,-7,23:32:21,
38,-22,-7,23:32:23,
50,-19,-7,23:32:27,
40,-23,-8,23:32:27,
31,-23,-2,23:32:27,
41,-27,3,23:32:27,
32,-29,-6,23:32:27,
23,-34,2,23:32:27,
16,-42,6,23:32:28,
14,-52,4,23:32:28,
8,-48,-3,23:32:28,
10,-52,-12,23:32:29,
3,-50,-20,23:32:29,
10,-43,-15,23:32:29,
13,-47,-3,23:32:29,
5,-43,-12,23:32:29,
13,-49,-16,23:32:30,
5,-44,-12,23:32:30,
9,-55,-10,23:32:32,
3,-47,-11,23:32:32,
7,-56,-6,23:32:33,
7,-47,-1,23:32:33,
