angleX,angleY,angleZ,Time,
5,-46,36,23:27:31,
2,-36,39,23:27:31,
6,-26,43,23:27:31,
5,-16,45,23:27:31,
3,-3,42,23:27:31,
2,9,37,23:27:31,
-2,19,39,23:27:32,
-4,29,37,23:27:32,
-9,35,30,23:27:32,
-7,42,22,23:27:32,
-11,44,13,23:27:32,
-16,42,4,23:27:33,
-26,43,5,23:27:33,
-15,43,6,23:27:34,
-7,41,12,23:27:34,
0,35,22,23:27:34,
5,28,31,23:27:34,
11,17,37,23:27:34,
19,7,37,23:27:34,
30,0,46,23:27:34,
34,-9,50,23:27:35,
33,-11,39,23:27:35,
41,-13,33,23:27:35,
43,-13,23,23:27:35,
28,-45,25,23:27:35,
46,2,24,23:27:35,
36,-11,21,23:27:35,
45,-17,21,23:27:35,
50,-17,11,23:27:35,
41,-16,3,23:27:35,
46,-15,-7,23:27:36,
39,-22,2,23:27:51,
50,-23,6,23:27:52,
37,-25,5,23:27:52,
33,-34,7,23:27:52,
24,-40,6,23:27:52,
17,-45,0,23:27:52,
8,-49,-4,23:27:53,
2,-53,-15,23:27:53,
-5,-49,-21,23:27:53,
7,-45,-20,23:27:54,
-3,-48,-20,23:27:54,
4,-47,-11,23:27:58,
3,-48,0,23:27:59,
9,-47,8,23:28:02,
2,-44,0,23:28:02,
6,-48,9,23:28:03,
11,-54,2,23:28:03,
15,-44,7,23:28:03,
4,-42,3,23:28:03,
0,-49,36,23:28:03,
22,-54,33,23:28:03,
27,-47,26,23:28:03,
18,-44,17,23:28:03,
25,-38,26,23:28:03,
15,-34,23,23:28:03,
11,-31,38,23:28:03,
19,-33,45,23:28:04,
18,-43,39,23:28:04,
16,-44,26,23:28:04,
6,-39,26,23:28:04,
13,-39,37,23:28:04,
5,-32,39,23:28:04,
7,-34,29,23:28:04,
11,-42,23,23:28:04,
12,-44,33,23:28:05,
25,-32,46,23:28:05,
18,-23,36,23:28:05,
24,-16,42,23:28:05,
22,-22,34,23:28:06,
14,-29,32,23:28:09,
16,-36,41,23:28:10,
21,-51,45,23:28:10,
21,-50,31,23:28:10,
16,-42,22,23:28:10,
6,-33,20,23:28:10,
10,-29,29,23:28:10,
13,-21,36,23:28:10,
14,-15,44,23:28:10,
22,-12,38,23:28:10,
13,-10,48,23:28:10,
23,-9,47,23:28:10,
23,-18,39,23:28:10,
35,-17,42,23:28:12,
29,-9,41,23:28:12,
18,-8,43,23:28:12,
5,-6,43,23:28:12,
19,-5,43,23:28:12,
15,-14,40,23:28:12,
21,-21,34,23:28:13,
26,-31,45,23:28:13,
18,-22,42,23:28:13,
22,-12,47,23:28:13,
24,-16,38,23:28:13,
24,-24,31,23:28:15,
28,-16,37,23:28:18,
17,-19,39,23:28:18,
32,-17,39,23:28:18,
26,-23,29,23:28:18,
27,-29,41,23:28:18,
25,-28,30,23:28:18,
12,-35,25,23:28:18,
14,-45,27,23:28:18,
8,-40,18,23:28:18,
14,-43,26,23:28:19,
17,-37,17,23:28:19,
6,-36,18,23:28:19,
15,-45,18,23:28:19,
27,-42,22,23:28:19,
22,-33,22,23:28:19,
15,-35,29,23:28:19,
7,-36,37,23:28:19,
-1,-35,29,23:28:20,
7,-35,37,23:28:20,
0,-44,46,23:28:20,
-10,-44,38,23:28:20,
-5,-56,37,23:28:20,
7,-61,30,23:28:20,
22,-63,23,23:28:20,
9,-60,19,23:28:20,
5,-54,12,23:28:20,
3,-44,10,23:28:20,
15,-44,8,23:28:21,
25,-46,5,23:28:21,
29,-36,4,23:28:21,
32,-26,1,23:28:22,
42,-19,1,23:28:22,
32,-27,-4,23:28:22,
40,-17,-3,23:28:22,
45,-18,-12,23:28:22,
34,-20,-5,23:28:32,
41,-21,-13,23:28:32,
50,-18,-9,23:28:32,
39,-19,-8,23:28:32,
50,-22,-4,23:28:32,
40,-18,-6,23:28:32,
50,-19,-2,23:28:33,
35,-19,-5,23:28:33,
50,-22,-4,23:28:33,
39,-21,-4,23:28:33,
49,-20,-3,23:28:33,
38,-23,-5,23:28:33,
48,-21,-6,23:28:34,
37,-23,-6,23:28:34,
48,-21,-5,23:28:35,
35,-25,-7,23:28:35,
45,-22,-6,23:28:35,
35,-24,-3,23:28:36,
28,-33,1,23:28:36,
21,-39,6,23:28:36,
19,-48,0,23:28:37,
12,-56,4,23:28:37,
13,-45,0,23:28:37,
5,-51,-4,23:28:37,
4,-53,-15,23:28:37,
7,-43,-16,23:28:38,
8,-50,-8,23:28:43,
11,-46,1,23:28:43,
7,-35,3,23:28:47,
6,-41,11,23:28:47,
14,-48,14,23:28:47,
11,-42,22,23:28:47,
15,-38,31,23:28:48,
17,-42,40,23:28:48,
16,-52,40,23:28:48,
20,-36,43,23:28:48,
13,-24,39,23:28:48,
13,-30,28,23:28:48,
5,-34,23,23:28:48,
16,-35,22,23:28:48,
9,-43,28,23:28:48,
18,-41,21,23:28:48,
7,-28,36,23:28:49,
9,-15,27,23:28:49,
22,-19,37,23:28:49,
25,-23,46,23:28:49,
17,-28,33,23:28:49,
16,-18,43,23:28:49,
26,-15,44,23:28:49,
24,-21,36,23:28:50,
15,-20,27,23:28:52,
20,-13,41,23:28:52,
30,-14,48,23:28:52,
31,-28,48,23:28:52,
21,-24,35,23:28:52,
27,-22,43,23:28:52,
15,-20,30,23:28:52,
22,-21,47,23:28:52,
20,-24,33,23:28:52,
25,-23,47,23:28:52,
21,-26,38,23:28:52,
19,-17,31,23:28:53,
24,-20,47,23:28:53,
20,-28,39,23:28:53,
18,-20,32,23:28:53,
24,-20,43,23:28:53,
17,-28,46,23:28:53,
20,-21,29,23:28:53,
12,-25,42,23:28:53,
8,-22,31,23:28:53,
15,-29,48,23:28:53,
27,-40,48,23:28:53,
20,-38,39,23:28:53,
9,-42,41,23:28:53,
7,-42,31,23:28:53,
16,-38,33,23:28:53,
13,-28,31,23:28:53,
9,-17,34,23:28:53,
10,-2,36,23:28:53,
16,2,46,23:28:53,
21,-8,43,23:28:54,
17,-17,40,23:28:54,
27,-12,44,23:28:55,
15,-13,43,23:28:55,
16,-22,38,23:28:56,
18,-32,49,23:28:56,
18,-30,38,23:28:56,
16,-20,40,23:28:56,
20,-19,50,23:28:56,
16,-11,45,23:28:56,
27,-10,43,23:28:57,
25,-18,37,23:28:57,
34,-16,42,23:29:01,
25,-20,30,23:29:01,
24,-18,44,23:29:01,
25,-17,30,23:29:01,
26,-18,48,23:29:01,
27,-19,33,23:29:01,
25,-19,49,23:29:01,
26,-17,35,23:29:01,
26,-15,48,23:29:01,
20,-15,36,23:29:01,
16,-19,45,23:29:01,
18,-33,47,23:29:02,
15,-33,35,23:29:02,
19,-27,45,23:29:02,
14,-18,36,23:29:02,
18,-9,40,23:29:02,
18,-5,50,23:29:03,
22,-9,41,23:29:03,
17,-18,40,23:29:21,
