angleX,angleY,angleZ,Time,Label
26,-50,24,22:15:27,Long Standing
19,15,22,22:15:27,Long Standing
-35,36,12,22:15:28,Long Standing
46,-19,-10,22:15:29,Long Standing
41,-14,-15,22:15:29,Long Standing
39,-18,-16,22:15:30,Long Standing
42,-19,-16,22:15:30,Long Standing
41,-18,-15,22:15:31,Long Standing
42,-18,-14,22:15:31,Long Standing
41,-17,-14,22:15:32,Long Standing
39,-18,-16,22:15:32,Long Standing
39,-18,-16,22:15:33,Long Standing
42,-19,-17,22:15:33,Long Standing
37,-19,-15,22:15:34,Long Standing
34,-21,-15,22:15:34,Long Standing
41,-20,-20,22:15:35,Long Standing
40,-21,-22,22:15:36,Long Standing
36,-19,-21,22:15:36,Long Standing
40,-19,-22,22:15:37,Long Standing
38,-19,-21,22:15:37,Long Standing
40,-20,-20,22:15:38,Long Standing
40,-19,-20,22:15:38,Long Standing
40,-20,-19,22:15:39,Long Standing
43,-20,-19,22:15:39,Long Standing
40,-20,-19,22:15:40,Long Standing
40,-19,-19,22:15:40,Long Standing
40,-19,-19,22:15:41,Long Standing
41,-19,-19,22:15:41,Long Standing
23,-48,-1,22:15:42,Bowing
-3,-61,-10,22:15:42,Bowing
-12,-43,-18,22:15:43,Bowing
-9,-41,-13,22:15:43,Bowing
-22,-45,-15,22:15:44,Bowing
-4,-41,-16,22:15:44,Bowing
-13,-45,-16,22:15:45,Bowing
-9,-45,-17,22:15:45,Bowing
-9,-43,-15,22:15:46,Bowing
-9,-53,-7,22:15:46,Short Standing
4,-38,2,22:15:47,Short Standing
11,-49,7,22:15:47,Short Standing
7,-48,4,22:15:48,Short Standing
5,-48,2,22:15:48,Short Standing
8,-24,13,22:15:49,1st Prostration
-2,-54,13,22:15:49,1st Prostration
13,-28,29,22:15:50,1st Prostration
24,-39,17,22:15:50,1st Prostration
25,-33,26,22:15:51,1st Prostration
25,-34,24,22:15:51,1st Prostration
24,-36,22,22:15:52,1st Prostration
26,-28,28,22:15:52,1st Prostration
28,-22,32,22:15:53,1st Prostration
-8,-16,32,22:15:53,Short Sitting
14,-29,36,22:15:54,Short Sitting
14,-28,38,22:15:54,Short Sitting
16,-41,18,22:15:55,2nd Prostration
