angleX,angleY,angleZ,Time,Label
26,-50,24,22:15:27,Standing
19,15,22,22:15:27,Standing
-35,36,12,22:15:28,Standing
46,-19,-10,22:15:29,Standing
41,-14,-15,22:15:29,Standing
39,-18,-16,22:15:30,Standing
42,-19,-16,22:15:30,Standing
41,-18,-15,22:15:31,Standing
42,-18,-14,22:15:31,Standing
41,-17,-14,22:15:32,Standing
39,-18,-16,22:15:32,Standing
39,-18,-16,22:15:33,Standing
42,-19,-17,22:15:33,Standing
37,-19,-15,22:15:34,Standing
34,-21,-15,22:15:34,Standing
41,-20,-20,22:15:35,Standing
40,-21,-22,22:15:36,Standing
36,-19,-21,22:15:36,Standing
40,-19,-22,22:15:37,Standing
38,-19,-21,22:15:37,Standing
40,-20,-20,22:15:38,Standing
40,-19,-20,22:15:38,Standing
40,-20,-19,22:15:39,Standing
43,-20,-19,22:15:39,Standing
40,-20,-19,22:15:40,Standing
40,-19,-19,22:15:40,Standing
40,-19,-19,22:15:41,Standing
41,-19,-19,22:15:41,Standing
23,-48,-1,22:15:42,Bowing
-3,-61,-10,22:15:42,Bowing
-12,-43,-18,22:15:43,Bowing
-9,-41,-13,22:15:43,Bowing
-22,-45,-15,22:15:44,Bowing
-4,-41,-16,22:15:44,Bowing
-13,-45,-16,22:15:45,Bowing
-9,-45,-17,22:15:45,Bowing
-9,-43,-15,22:15:46,Bowing
-9,-53,-7,22:15:46,Standing
4,-38,2,22:15:47,Standing
11,-49,7,22:15:47,Standing
7,-48,4,22:15:48,Standing
5,-48,2,22:15:48,Standing
8,-24,13,22:15:49,Prostration
-2,-54,13,22:15:49,Prostration
13,-28,29,22:15:50,Prostration
24,-39,17,22:15:50,Prostration
25,-33,26,22:15:51,Prostration
25,-34,24,22:15:51,Prostration
24,-36,22,22:15:52,Prostration
26,-28,28,22:15:52,Prostration
28,-22,32,22:15:53,Prostration
-8,-16,32,22:15:53,Sitting
14,-29,36,22:15:54,Sitting
14,-28,38,22:15:54,Sitting
16,-41,18,22:15:55,Prostration
22,-29,34,22:15:55,Prostration
25,-28,30,22:15:56,Prostration
26,-31,27,22:15:56,Prostration
22,-33,26,22:15:57,Prostration
24,-32,26,22:15:57,Prostration
24,-32,26,22:15:58,Prostration
24,-33,26,22:15:58,Prostration
25,-30,28,22:15:59,Prostration
-8,-40,9,22:15:59,Prostration
21,-32,16,22:16:00,Standing
8,-49,19,22:16:00,Standing
22,-42,23,22:16:01,Standing
13,-42,4,22:16:01,Standing
47,-9,-12,22:16:02,Standing
40,-17,-17,22:16:02,Standing
42,-8,-18,22:16:03,Standing
44,-14,-17,22:16:03,Standing
41,-16,-17,22:16:04,Standing
42,-16,-18,22:16:04,Standing
43,-16,-16,22:16:05,Standing
41,-13,-21,22:16:05,Standing
42,-14,-21,22:16:06,Standing
40,-17,-20,22:16:06,Standing
41,-16,-19,22:16:07,Standing
41,-16,-19,22:16:07,Standing
41,-17,-20,22:16:08,Standing
41,-17,-21,22:16:08,Standing
39,-18,-21,22:16:09,Standing
46,-17,-24,22:16:09,Standing
40,-18,-19,22:16:10,Standing
43,-17,-18,22:16:10,Standing
43,-17,-17,22:16:11,Standing
41,-18,-18,22:16:11,Standing
41,-18,-18,22:16:12,Standing
41,-18,-17,22:16:12,Standing
37,-21,-14,22:16:13,Standing
39,-20,-17,22:16:13,Standing
40,-20,-17,22:16:14,Standing
26,-38,-2,22:16:14,Standing
4,-50,-6,22:16:15,Bowing
-10,-52,-7,22:16:15,Bowing
-21,-42,-12,22:16:16,Bowing
-14,-43,-13,22:16:16,Bowing
-18,-44,-15,22:16:17,Bowing
-15,-43,-13,22:16:17,Bowing
-14,-44,-15,22:16:18,Bowing
-13,-43,-15,22:16:18,Bowing
-3,-45,-5,22:16:19,Standing
4,-46,5,22:16:19,Standing
7,-45,2,22:16:20,Standing
7,-49,4,22:16:20,Standing
8,-49,6,22:16:21,Standing
2,-40,2,22:16:21,Standing
2,-57,4,22:16:22,Standing
0,-24,12,22:16:22,Prostration
11,-42,20,22:16:23,Prostration
21,-39,21,22:16:23,Prostration
24,-33,26,22:16:24,Prostration
24,-33,26,22:16:24,Prostration
26,-33,24,22:16:25,Prostration
26,-31,26,22:16:25,Prostration
25,-33,24,22:16:26,Prostration
25,-33,24,22:16:26,Prostration
27,-29,29,22:16:27,Prostration
28,-23,33,22:16:27,Prostration
13,-10,27,22:16:28,Sitting
19,-28,34,22:16:28,Sitting
22,-28,33,22:16:29,Sitting
22,-27,35,22:16:29,Sitting
17,-24,32,22:16:30,Sitting
32,-51,38,22:16:30,Prostration
28,-28,28,22:16:31,Prostration
27,-31,25,22:16:31,Prostration
24,-31,27,22:16:32,Prostration
25,-32,26,22:16:32,Prostration
26,-32,26,22:16:33,Prostration
25,-32,26,22:16:33,Prostration
26,-31,26,22:16:34,Prostration
27,-29,28,22:16:34,Prostration
18,-46,29,22:16:35,Sitting
2,-22,42,22:16:35,Sitting
12,-28,34,22:16:36,Sitting
14,-30,36,22:16:36,Sitting
12,-29,36,22:16:37,Sitting
15,-30,34,22:16:37,Sitting
11,-32,34,22:16:38,Sitting
12,-33,33,22:16:38,Sitting
15,-30,33,22:16:39,Sitting
14,-31,34,22:16:39,Sitting
15,-31,34,22:16:40,Sitting
15,-31,34,22:16:40,Sitting
16,-30,34,22:16:41,Sitting
16,-30,34,22:16:41,Sitting
16,-30,34,22:16:42,Sitting
15,-30,34,22:16:42,Sitting
15,-30,34,22:16:43,Sitting
15,-30,35,22:16:43,Sitting
11,-30,36,22:16:44,Sitting
11,-30,36,22:16:44,Sitting
13,-30,36,22:16:45,Sitting
12,-30,36,22:16:45,Sitting
12,-30,35,22:16:46,Sitting
13,-30,36,22:16:46,Sitting
13,-30,35,22:16:47,Sitting
13,-30,35,22:16:47,Sitting
14,-30,35,22:16:48,Sitting
14,-30,35,22:16:48,Sitting
14,-30,35,22:16:49,Sitting
14,-30,35,22:16:49,Sitting
15,-30,35,22:16:50,Sitting
14,-30,35,22:16:50,Sitting
14,-29,35,22:16:51,Sitting
14,-29,35,22:16:51,Sitting
15,-29,36,22:16:52,Sitting
16,-28,35,22:16:52,Sitting
15,-28,35,22:16:53,Sitting
16,-28,35,22:16:53,Sitting
14,-28,37,22:16:54,Sitting
11,-29,37,22:16:54,Sitting
22,-52,19,22:17:37,Standing
40,-15,25,22:17:37,Standing
-11,34,23,22:17:38,Standing
-18,37,16,22:17:38,Standing
44,-22,-6,22:17:39,Standing
39,-16,-15,22:17:40,Standing
41,-18,-16,22:17:40,Standing
42,-18,-18,22:17:41,Standing
40,-18,-19,22:17:41,Standing
40,-18,-20,22:17:42,Standing
40,-19,-20,22:17:42,Standing
39,-19,-20,22:17:43,Standing
40,-20,-20,22:17:43,Standing
39,-19,-20,22:17:44,Standing
39,-19,-21,22:17:44,Standing
39,-19,-20,22:17:45,Standing
39,-19,-20,22:17:45,Standing
39,-19,-20,22:17:46,Standing
40,-19,-19,22:17:46,Standing
39,-20,-19,22:17:47,Standing
39,-20,-19,22:17:47,Standing
39,-20,-19,22:17:48,Standing
39,-20,-19,22:17:48,Standing
40,-20,-19,22:17:49,Standing
41,-20,-19,22:17:49,Standing
39,-21,-19,22:17:50,Standing
39,-20,-19,22:17:50,Standing
40,-20,-19,22:17:51,Standing
39,-20,-20,22:17:51,Standing
39,-20,-20,22:17:52,Standing
40,-20,-19,22:17:52,Standing
33,-34,1,22:17:53,Bowing
11,-42,-3,22:17:53,Bowing
-12,-49,-33,22:17:54,Bowing
-18,-42,-12,22:17:54,Bowing
-21,-42,-9,22:17:55,Bowing
-21,-41,-16,22:17:55,Bowing
