angleX,angleY,angleZ,Time,
-13,34,24,23:22:34,
8,-14,43,23:22:35,
-20,41,10,23:22:36,
-15,41,10,23:22:37,
31,-2,45,23:22:37,
46,-25,15,23:22:38,
44,-23,-3,23:22:38,
42,-24,-6,23:22:39,
40,-25,-8,23:22:39,
41,-24,-6,23:22:40,
40,-24,-6,23:22:40,
40,-24,-6,23:22:41,
41,-24,-7,23:22:41,
41,-25,-8,23:22:42,
43,-23,-4,23:22:42,
41,-25,-5,23:22:43,
40,-24,-4,23:22:43,
42,-25,-3,23:22:44,
39,-25,-3,23:22:44,
40,-26,-2,23:22:45,
40,-26,-3,23:22:45,
41,-26,-2,23:22:46,
41,-26,0,23:22:46,
38,-24,0,23:22:47,
40,-26,-3,23:22:47,
39,-26,-5,23:22:48,
39,-25,-5,23:22:48,
41,-25,-6,23:22:49,
41,-25,-6,23:22:49,
41,-26,-6,23:22:50,
41,-26,-6,23:22:50,
40,-26,-7,23:22:51,
40,-26,-6,23:22:51,
41,-25,-7,23:22:52,
41,-25,-6,23:22:52,
40,-25,-6,23:22:53,
41,-25,-6,23:22:53,
40,-26,-6,23:22:54,
41,-26,-6,23:22:54,
40,-26,-7,23:22:55,
40,-25,-6,23:22:55,
40,-26,-6,23:22:56,
41,-25,-6,23:22:56,
40,-26,-6,23:22:57,
41,-26,-7,23:22:57,
37,-27,-7,23:22:58,
17,-48,-2,23:22:58,
-9,-49,-23,23:22:59,
-9,-45,-15,23:22:59,
-12,-41,-22,23:23:00,
-8,-41,-22,23:23:00,
-9,-42,-23,23:23:01,
-9,-41,-23,23:23:01,
-8,-42,-23,23:23:02,
-8,-42,-22,23:23:02,
-8,-43,-22,23:23:03,
-8,-42,-21,23:23:03,
-9,-42,-21,23:23:04,
-9,-47,-19,23:23:04,
-3,-50,-9,23:23:05,
9,-45,1,23:23:05,
13,-47,9,23:23:06,
11,-46,8,23:23:06,
13,-46,8,23:23:07,
21,-46,9,23:23:07,
13,-54,6,23:23:08,
14,-41,17,23:23:08,
33,-28,20,23:23:09,
28,-22,24,23:23:09,
39,-56,37,23:23:10,
32,-11,37,23:23:10,
30,-20,31,23:23:11,
31,-23,27,23:23:11,
32,-25,27,23:23:12,
32,-23,27,23:23:12,
32,-24,27,23:23:13,
35,-22,27,23:23:13,
27,-15,38,23:23:14,
17,-27,29,23:23:14,
18,-19,35,23:23:15,
23,0,43,23:23:15,
28,-8,39,23:23:16,
28,-5,40,23:23:16,
24,-17,42,23:23:17,
29,-21,36,23:23:17,
32,-22,31,23:23:18,
30,-25,29,23:23:18,
29,-28,26,23:23:19,
30,-27,26,23:23:19,
30,-27,26,23:23:20,
31,-27,25,23:23:20,
29,-25,25,23:23:21,
27,-23,35,23:23:21,
2,-48,16,23:23:22,
15,-36,24,23:23:22,
25,-14,31,23:23:23,
22,-14,33,23:23:23,
22,-61,13,23:23:24,
29,-30,-12,23:23:24,
41,-24,-7,23:23:25,
42,-21,-6,23:23:25,
38,-26,-6,23:23:26,
40,-25,-7,23:23:26,
41,-25,-6,23:23:27,
41,-25,-7,23:23:27,
41,-25,-7,23:23:28,
41,-26,-6,23:23:28,
41,-25,-6,23:23:29,
41,-26,-6,23:23:29,
40,-26,-7,23:23:30,
40,-25,-6,23:23:30,
40,-25,-6,23:23:31,
41,-25,-7,23:23:31,
41,-25,-7,23:23:32,
41,-25,-6,23:23:32,
40,-25,-7,23:23:33,
41,-25,-6,23:23:33,
40,-25,-7,23:23:34,
41,-25,-6,23:23:34,
41,-25,-6,23:23:35,
40,-25,-6,23:23:35,
40,-26,-6,23:23:36,
40,-25,-7,23:23:36,
41,-25,-6,23:23:37,
41,-26,-6,23:23:37,
35,-27,-9,23:23:38,
18,-48,-8,23:23:38,
-15,-45,-13,23:23:39,
-9,-45,-17,23:23:39,
-6,-44,-20,23:23:40,
-4,-44,-20,23:23:40,
-6,-44,-19,23:23:41,
-3,-45,-16,23:23:41,
-6,-45,-18,23:23:42,
0,-46,-12,23:23:42,
8,-43,6,23:23:43,
11,-45,11,23:23:43,
11,-48,12,23:23:44,
13,-45,4,23:23:44,
19,-38,14,23:23:45,
28,-39,10,23:23:45,
16,-17,26,23:23:46,
15,-65,31,23:23:46,
30,-26,34,23:23:47,
28,-29,25,23:23:47,
28,-28,27,23:23:48,
28,-27,28,23:23:48,
28,-27,28,23:23:49,
28,-28,27,23:23:49,
29,-25,30,23:23:50,
26,-17,38,23:23:50,
8,-27,36,23:23:51,
14,-21,39,23:23:51,
28,-11,35,23:23:52,
31,-12,34,23:23:52,
26,-6,37,23:23:53,
20,-25,30,23:23:53,
26,-17,35,23:23:54,
29,-23,31,23:23:54,
29,-24,30,23:23:55,
30,-23,31,23:23:55,
29,-23,30,23:23:56,
29,-22,31,23:23:56,
29,-17,35,23:23:57,
21,-33,35,23:23:57,
16,-27,36,23:23:58,
26,-4,39,23:23:58,
28,-8,38,23:23:59,
28,-7,37,23:23:59,
28,-7,38,23:24:00,
28,-7,39,23:24:00,
29,-7,38,23:24:01,
28,-7,39,23:24:01,
28,-7,38,23:24:02,
29,-7,38,23:24:02,
29,-6,38,23:24:03,
