angleX,angleY,angleZ,Time,
14,-53,10,17:26:38,
24,-52,15,17:26:38,
34,-53,16,17:26:38,
47,-15,12,17:26:38,
38,-4,15,17:26:38,
32,6,17,17:26:38,
23,14,19,17:26:38,
12,18,19,17:26:38,
2,23,15,17:26:38,
-8,28,17,17:26:38,
-19,29,23,17:26:39,
-27,32,17,17:26:39,
-16,33,15,17:26:39,
-6,35,16,17:26:39,
-13,42,21,17:26:39,
-17,35,28,17:26:39,
-27,36,24,17:26:39,
-31,26,16,17:26:39,
-42,17,0,17:26:39,
-42,15,-19,17:26:39,
-9,19,20,17:26:39,
2,11,-2,17:26:39,
-4,19,0,17:26:39,
4,27,3,17:26:39,
23,25,1,17:26:39,
31,18,3,17:26:39,
48,18,9,17:26:39,
48,-4,4,17:26:40,
44,-5,-17,17:26:40,
41,-14,-13,17:26:40,
46,-23,-7,17:26:40,
43,-17,-18,17:26:40,
33,-17,-23,17:26:41,
47,-19,-24,17:26:41,
37,-19,-22,17:26:41,
49,-14,-20,17:26:48,
36,-18,-16,17:26:48,
46,-15,-19,17:26:48,
40,-23,-13,17:26:50,
46,-14,-16,17:26:50,
36,-21,-14,17:26:50,
45,-14,-17,17:26:51,
38,-21,-15,17:26:51,
45,-13,-16,17:26:51,
38,-22,-14,17:26:51,
40,-11,-16,17:26:51,
32,-23,-12,17:26:51,
48,-16,-15,17:26:51,
35,-24,-14,17:26:52,
45,-17,-22,17:26:52,
46,-16,-10,17:26:57,
34,-20,-7,17:26:57,
27,-27,-11,17:26:57,
21,-36,-9,17:26:57,
16,-45,-9,17:26:58,
15,-59,19,17:26:58,
18,-63,-17,17:26:58,
18,-50,-5,17:26:58,
6,-53,-9,17:26:58,
-6,-56,-9,17:26:58,
0,-47,-6,17:26:58,
-4,-53,-14,17:26:58,
2,-55,0,17:26:58,
-5,-53,8,17:26:58,
-15,-40,2,17:26:58,
-19,-38,-10,17:26:58,
-13,-48,-8,17:26:58,
-20,-40,-8,17:26:58,
-18,-51,-10,17:27:02,
-12,-60,-7,17:27:02,
-3,-58,-3,17:27:02,
3,-51,1,17:27:02,
3,-40,-3,17:27:03,
8,-48,6,17:27:03,
9,-58,5,17:27:03,
0,-63,15,17:27:03,
-3,-50,11,17:27:03,
10,-50,9,17:27:03,
15,-53,19,17:27:03,
16,-54,8,17:27:03,
3,-51,3,17:27:03,
4,-41,2,17:27:04,
7,-29,2,17:27:04,
8,-24,13,17:27:04,
2,-34,6,17:27:05,
0,-50,7,17:27:05,
0,-62,11,17:27:05,
-9,-72,8,17:27:05,
-2,-68,0,17:27:05,
8,-71,9,17:27:05,
15,-68,18,17:27:05,
2,-74,18,17:27:05,
6,-63,17,17:27:05,
12,-55,18,17:27:05,
8,-43,15,17:27:05,
-7,-35,11,17:27:05,
0,-40,4,17:27:05,
3,-30,-13,17:27:05,
1,-30,-39,17:27:05,
13,-92,46,17:27:05,
32,-44,23,17:27:05,
21,-39,38,17:27:05,
21,-3,47,17:27:05,
17,-12,50,17:27:05,
13,-46,33,17:27:05,
11,-26,38,17:27:05,
20,-18,40,17:27:06,
34,-27,36,17:27:09,
24,-29,32,17:27:09,
33,-40,29,17:27:09,
30,-41,41,17:27:09,
24,-45,33,17:27:09,
13,-44,33,17:27:09,
13,-36,24,17:27:09,
19,-24,28,17:27:10,
6,-14,27,17:27:10,
0,-3,29,17:27:10,
-1,-12,37,17:27:10,
15,-19,48,17:27:10,
22,-17,34,17:27:10,
12,-17,28,17:27:10,
16,-21,41,17:27:10,
15,-13,35,17:27:11,
10,-22,29,17:27:11,
2,-31,32,17:27:11,
12,-41,33,17:27:11,
28,-46,46,17:27:11,
9,-25,33,17:27:12,
5,9,31,17:27:12,
8,4,42,17:27:12,
15,-25,49,17:27:12,
26,-37,46,17:27:12,
25,-28,39,17:27:12,
11,-18,35,17:27:12,
21,-21,45,17:27:12,
16,-25,37,17:27:15,
26,-32,36,17:27:17,
21,-42,31,17:27:17,
17,-51,27,17:27:17,
8,-64,21,17:27:17,
5,-60,9,17:27:17,
12,-51,3,17:27:17,
-7,-52,10,17:27:17,
-18,-48,9,17:27:17,
-1,-41,4,17:27:17,
-12,-46,4,17:27:18,
48,-35,29,17:27:18,
42,-34,20,17:27:18,
2,-39,4,17:27:18,
-17,-40,10,17:27:18,
1,-38,13,17:27:18,
19,-35,20,17:27:18,
8,-31,27,17:27:18,
19,-27,27,17:27:18,
8,-28,29,17:27:18,
4,-36,37,17:27:18,
12,-47,42,17:27:18,
5,-40,33,17:27:18,
0,-48,25,17:27:18,
-6,-42,17,17:27:18,
-7,-53,12,17:27:18,
-8,-37,7,17:27:18,
4,-39,6,17:27:18,
16,-40,14,17:27:18,
32,-40,25,17:27:19,
49,-45,37,17:27:19,
27,-55,17,17:27:19,
24,-39,0,17:27:19,
-2,-34,0,17:27:19,
-28,-45,6,17:27:19,
