angleX,angleY,angleZ,Time,
7,-47,15,17:11:58,
16,-49,21,17:11:58,
30,-51,25,17:11:58,
24,-43,30,17:11:58,
27,-40,40,17:11:58,
29,-31,48,17:11:58,
29,-18,43,17:11:58,
17,-9,46,17:11:58,
11,-1,48,17:11:58,
28,8,49,17:11:58,
40,10,49,17:11:58,
27,9,36,17:11:58,
17,10,32,17:11:58,
10,17,20,17:11:58,
7,17,10,17:11:58,
-2,23,4,17:11:58,
-10,27,14,17:11:58,
-19,33,2,17:11:59,
-34,33,0,17:11:59,
-31,33,11,17:11:59,
-24,35,20,17:11:59,
-22,39,11,17:11:59,
-33,33,4,17:11:59,
-38,30,-9,17:11:59,
-24,29,-18,17:11:59,
-4,33,-14,17:11:59,
0,17,-2,17:11:59,
11,17,2,17:11:59,
31,7,-3,17:11:59,
42,1,-7,17:11:59,
41,-8,1,17:11:59,
49,-15,-8,17:12:00,
35,-23,-13,17:12:00,
44,-16,-12,17:12:00,
50,-33,-4,17:12:04,
40,-3,-9,17:12:04,
45,-14,-12,17:12:04,
31,-9,-14,17:12:04,
43,-15,-11,17:12:04,
48,-4,-9,17:12:04,
45,-16,-13,17:12:04,
34,-13,-11,17:12:05,
48,-10,-9,17:12:05,
42,-14,-16,17:12:07,
47,-10,-7,17:12:14,
46,-19,0,17:12:14,
37,-15,-3,17:12:14,
29,-14,4,17:12:14,
22,-16,-4,17:12:15,
27,-25,-7,17:12:15,
24,-34,-2,17:12:15,
20,-44,-1,17:12:15,
14,-46,-9,17:12:15,
24,-46,-8,17:12:15,
26,-52,3,17:12:15,
17,-54,-3,17:12:15,
3,-57,-11,17:12:15,
-1,-62,-2,17:12:15,
-2,-64,-12,17:12:15,
10,-61,-16,17:12:15,
10,-50,-14,17:12:15,
1,-46,-10,17:12:15,
-9,-56,-11,17:12:15,
-10,-62,-2,17:12:15,
-4,-59,8,17:12:15,
20,-61,32,17:12:15,
6,-60,-7,17:12:15,
-14,-50,-13,17:12:15,
-16,-45,-22,17:12:15,
-14,-52,-14,17:12:15,
-6,-45,-11,17:12:15,
-12,-44,-19,17:12:16,
-9,-46,-9,17:12:16,
-20,-46,-15,17:12:16,
-11,-45,-10,17:12:17,
-8,-59,-6,17:12:19,
0,-68,-9,17:12:19,
-7,-58,-5,17:12:19,
-8,-48,-7,17:12:19,
4,-46,0,17:12:19,
7,-36,-3,17:12:20,
10,-46,-1,17:12:20,
16,-49,13,17:12:20,
17,-58,19,17:12:20,
9,-53,25,17:12:20,
8,-51,14,17:12:20,
8,-49,4,17:12:21,
8,-49,15,17:12:21,
5,-48,4,17:12:21,
7,-38,0,17:12:22,
7,-27,2,17:12:22,
13,-45,13,17:12:22,
18,-54,25,17:12:22,
9,-66,17,17:12:22,
16,-83,15,17:12:23,
14,-56,6,17:12:23,
19,-61,21,17:12:23,
23,-54,31,17:12:23,
4,-44,17,17:12:23,
13,-47,10,17:12:23,
1,-47,3,17:12:23,
18,-41,-3,17:12:23,
19,-56,-7,17:12:23,
17,-71,-7,17:12:23,
