angleX,angleY,angleZ,Time,Label
-13,34,24,23:22:34,Long Standing
8,-14,43,23:22:35,Long Standing
-20,41,10,23:22:36,Long Standing
-15,41,10,23:22:37,Long Standing
31,-2,45,23:22:37,Long Standing
46,-25,15,23:22:38,Long Standing
44,-23,-3,23:22:38,Long Standing
42,-24,-6,23:22:39,Long Standing
40,-25,-8,23:22:39,Long Standing
41,-24,-6,23:22:40,Long Standing
40,-24,-6,23:22:40,Long Standing
40,-24,-6,23:22:41,Long Standing
41,-24,-7,23:22:41,Long Standing
41,-25,-8,23:22:42,Long Standing
43,-23,-4,23:22:42,Long Standing
41,-25,-5,23:22:43,Long Standing
40,-24,-4,23:22:43,Long Standing
42,-25,-3,23:22:44,Long Standing
39,-25,-3,23:22:44,Long Standing
40,-26,-2,23:22:45,Long Standing
40,-26,-3,23:22:45,Long Standing
41,-26,-2,23:22:46,Long Standing
41,-26,0,23:22:46,Long Standing
38,-24,0,23:22:47,Long Standing
40,-26,-3,23:22:47,Long Standing
39,-26,-5,23:22:48,Long Standing
39,-25,-5,23:22:48,Long Standing
41,-25,-6,23:22:49,Long Standing
41,-25,-6,23:22:49,Long Standing
41,-26,-6,23:22:50,Long Standing
41,-26,-6,23:22:50,Long Standing
40,-26,-7,23:22:51,Long Standing
40,-26,-6,23:22:51,Long Standing
41,-25,-7,23:22:52,Long Standing
41,-25,-6,23:22:52,Long Standing
40,-25,-6,23:22:53,Long Standing
41,-25,-6,23:22:53,Long Standing
40,-26,-6,23:22:54,Long Standing
41,-26,-6,23:22:54,Long Standing
40,-26,-7,23:22:55,Long Standing
40,-25,-6,23:22:55,Long Standing
40,-26,-6,23:22:56,Long Standing
41,-25,-6,23:22:56,Long Standing
40,-26,-6,23:22:57,Long Standing
41,-26,-7,23:22:57,Long Standing
37,-27,-7,23:22:58,Long Standing
17,-48,-2,23:22:58,Long Standing
-9,-49,-23,23:22:59,Bowing
-9,-45,-15,23:22:59,Bowing
-12,-41,-22,23:23:00,Bowing
-8,-41,-22,23:23:00,Bowing
-9,-42,-23,23:23:01,Bowing
-9,-41,-23,23:23:01,Bowing
-8,-42,-23,23:23:02,Bowing
-8,-42,-22,23:23:02,Bowing
-8,-43,-22,23:23:03,Bowing
-8,-42,-21,23:23:03,Bowing
-9,-42,-21,23:23:04,Bowing
-9,-47,-19,23:23:04,Bowing
-3,-50,-9,23:23:05,Short Standing
9,-45,1,23:23:05,Short Standing
13,-47,9,23:23:06,Short Standing
11,-46,8,23:23:06,Short Standing
13,-46,8,23:23:07,Short Standing
21,-46,9,23:23:07,Short Standing
13,-54,6,23:23:08,Short Standing
14,-41,17,23:23:08,1st Prostration
33,-28,20,23:23:09,1st Prostration
28,-22,24,23:23:09,1st Prostration
39,-56,37,23:23:10,1st Prostration
32,-11,37,23:23:10,1st Prostration
30,-20,31,23:23:11,1st Prostration
31,-23,27,23:23:11,1st Prostration
32,-25,27,23:23:12,1st Prostration
32,-23,27,23:23:12,1st Prostration
32,-24,27,23:23:13,1st Prostration
35,-22,27,23:23:13,1st Prostration
27,-15,38,23:23:14,Short Sitting
17,-27,29,23:23:14,Short Sitting
18,-19,35,23:23:15,Short Sitting
23,0,43,23:23:15,Short Sitting
28,-8,39,23:23:16,Short Sitting
28,-5,40,23:23:16,Short Sitting
24,-17,42,23:23:17,2nd Prostration
29,-21,36,23:23:17,2nd Prostration
32,-22,31,23:23:18,2nd Prostration
30,-25,29,23:23:18,2nd Prostration
29,-28,26,23:23:19,2nd Prostration
30,-27,26,23:23:19,2nd Prostration
30,-27,26,23:23:20,2nd Prostration
31,-27,25,23:23:20,2nd Prostration
29,-25,25,23:23:21,2nd Prostration
27,-23,35,23:23:21,2nd Prostration
2,-48,16,23:23:22,Long Standing
15,-36,24,23:23:22,Long Standing
25,-14,31,23:23:23,Long Standing
22,-14,33,23:23:23,Long Standing
29,-30,-12,23:23:24,Long Standing
41,-24,-7,23:23:25,Long Standing
42,-21,-6,23:23:25,Long Standing
38,-26,-6,23:23:26,Long Standing
40,-25,-7,23:23:26,Long Standing
