angleX,angleY,angleZ,Time,
4,-48,3,22:36:47,
6,-48,4,22:36:48,
28,-55,18,22:36:48,
19,18,15,22:36:49,
-8,44,18,22:36:49,
18,31,9,22:36:50,
31,-39,-12,22:36:50,
41,-20,-17,22:36:51,
37,-20,-17,22:36:51,
44,-13,-17,22:36:52,
41,-18,-16,22:36:52,
44,-19,-16,22:36:53,
42,-15,-14,22:36:53,
39,-19,-22,22:36:54,
38,-21,-23,22:36:54,
37,-21,-22,22:36:55,
37,-20,-23,22:36:55,
35,-22,-21,22:36:56,
39,-20,-22,22:36:56,
34,-22,-23,22:36:57,
36,-21,-23,22:36:57,
35,-22,-24,22:36:58,
35,-21,-26,22:36:58,
35,-23,-25,22:36:59,
34,-22,-27,22:36:59,
35,-21,-25,22:37:00,
35,-21,-24,22:37:00,
36,-22,-24,22:37:01,
36,-21,-24,22:37:01,
35,-21,-25,22:37:02,
36,-21,-25,22:37:02,
31,-21,-24,22:37:03,
34,-22,-28,22:37:03,
33,-19,-28,22:37:04,
34,-23,-27,22:37:04,
34,-24,-25,22:37:05,
34,-23,-26,22:37:05,
30,-26,-10,22:37:06,
0,-49,-12,22:37:06,
-12,-40,-13,22:37:07,
-22,-41,-14,22:37:07,
-21,-42,-13,22:37:08,
-19,-43,-12,22:37:08,
-19,-45,-12,22:37:09,
-17,-44,-10,22:37:09,
-17,-44,-11,22:37:10,
-15,-53,-6,22:37:10,
12,-39,7,22:37:11,
7,-47,7,22:37:11,
8,-48,4,22:37:12,
4,-53,-2,22:37:12,
4,-26,4,22:37:13,
0,-62,-24,22:37:13,
14,-46,10,22:37:14,
21,-39,21,22:37:14,
26,-32,24,22:37:15,
28,-32,23,22:37:15,
27,-34,20,22:37:16,
27,-35,19,22:37:16,
27,-35,19,22:37:17,
26,-31,26,22:37:17,
13,-16,28,22:37:18,
13,-25,37,22:37:18,
16,-24,38,22:37:19,
22,-20,35,22:37:19,
21,-29,33,22:37:20,
25,-32,25,22:37:20,
25,-31,27,22:37:21,
25,-33,24,22:37:21,
26,-33,24,22:37:22,
26,-33,23,22:37:22,
29,-30,25,22:37:23,
27,-31,28,22:37:23,
12,-47,14,22:37:24,
13,-92,-2,22:37:25,
24,-2,10,22:37:25,
50,-17,-12,22:37:26,
42,-17,-19,22:37:27,
