angleX,angleY,angleZ,Time,
0,-31,34,10:27:34,
7,-32,39,10:27:34,
24,-15,45,10:27:35,
-10,18,21,10:27:35,
-12,32,17,10:27:35,
-25,36,22,10:27:35,
-17,41,19,10:27:36,
-4,25,18,10:27:36,
-7,-15,46,10:27:36,
32,-19,38,10:27:37,
21,-20,34,10:27:37,
31,-19,35,10:27:37,
29,-19,34,10:27:38,
30,-19,33,10:27:38,
31,-19,33,10:27:38,
28,-19,34,10:27:38,
30,-18,30,10:27:39,
31,-18,28,10:27:39,
34,-17,25,10:27:39,
44,-15,18,10:27:40,
46,-14,16,10:27:40,
46,-14,16,10:27:40,
43,-14,15,10:27:40,
48,-15,13,10:27:41,
42,-14,12,10:27:41,
45,-12,12,10:27:41,
45,-13,12,10:27:41,
44,-13,11,10:27:42,
46,-13,12,10:27:42,
46,-13,13,10:27:42,
40,-13,9,10:27:42,
45,-13,12,10:27:43,
44,-12,8,10:27:43,
47,-11,10,10:27:43,
45,-12,10,10:27:43,
46,-13,10,10:27:44,
46,-13,11,10:27:44,
46,-12,12,10:27:44,
44,-13,11,10:27:44,
46,-11,12,10:27:45,
47,-10,11,10:27:45,
46,-11,11,10:27:45,
46,-11,12,10:27:45,
43,-11,10,10:27:46,
46,-10,11,10:27:46,
44,-11,11,10:27:46,
46,-11,13,10:27:46,
45,-12,12,10:27:47,
45,-13,13,10:27:47,
44,-12,13,10:27:47,
45,-11,13,10:27:47,
45,-12,14,10:27:48,
44,-12,14,10:27:48,
46,-12,14,10:27:48,
44,-12,12,10:27:48,
44,-12,14,10:27:49,
45,-12,13,10:27:49,
45,-12,12,10:27:49,
45,-12,11,10:27:49,
44,-12,11,10:27:50,
46,-11,12,10:27:50,
45,-12,12,10:27:50,
45,-12,12,10:27:50,
46,-12,12,10:27:51,
46,-12,11,10:27:51,
46,-12,12,10:27:51,
44,-12,12,10:27:51,
46,-11,12,10:27:52,
44,-12,12,10:27:52,
47,-12,12,10:27:52,
46,-12,12,10:27:52,
43,-12,11,10:27:53,
46,-12,11,10:27:53,
46,-12,11,10:27:53,
45,-12,10,10:27:53,
46,-12,11,10:27:54,
45,-12,11,10:27:54,
45,-13,11,10:27:54,
44,-12,11,10:27:54,
46,-13,12,10:27:55,
44,-13,11,10:27:55,
45,-13,11,10:27:55,
45,-13,12,10:27:55,
44,-12,12,10:27:56,
44,-12,11,10:27:56,
45,-12,11,10:27:56,
47,-12,12,10:27:56,
46,-12,12,10:27:57,
45,-12,13,10:27:57,
45,-12,13,10:27:57,
32,-11,14,10:27:57,
38,-28,4,10:27:58,
21,-43,-1,10:27:58,
7,-45,-4,10:27:58,
6,-47,-17,10:27:59,
8,-45,-17,10:27:59,
6,-48,-14,10:27:59,
6,-47,-15,10:27:59,
5,-45,-14,10:28:00,
7,-46,-15,10:28:00,
6,-46,-15,10:28:00,
5,-46,-14,10:28:00,
6,-45,-14,10:28:01,
4,-46,-15,10:28:01,
15,-50,-6,10:28:01,
13,-37,-2,10:28:02,
19,-39,2,10:28:02,
17,-43,4,10:28:02,
20,-43,6,10:28:03,
15,-43,1,10:28:03,
11,-48,-1,10:28:03,
22,-39,-3,10:28:03,
20,-30,13,10:28:04,
33,-48,31,10:28:04,
20,-14,42,10:28:04,
11,-26,26,10:28:05,
41,-40,40,10:28:05,
16,-3,47,10:28:05,
13,-14,44,10:28:05,
11,-16,43,10:28:06,
12,-15,44,10:28:06,
12,-15,44,10:28:06,
12,-15,44,10:28:06,
12,-15,44,10:28:07,
12,-15,44,10:28:07,
12,-15,44,10:28:07,
12,-15,44,10:28:07,
12,-15,44,10:28:08,
12,-15,44,10:28:08,
12,-14,44,10:28:08,
12,-14,44,10:28:08,
12,-14,44,10:28:09,
11,-13,45,10:28:09,
11,-12,45,10:28:09,
13,-14,45,10:28:09,
13,-17,33,10:28:10,
22,-9,38,10:28:10,
25,-19,37,10:28:10,
26,-21,37,10:28:11,
24,-22,37,10:28:11,
24,-22,35,10:28:11,
24,-22,35,10:28:11,
24,-22,36,10:28:12,
23,-18,39,10:28:12,
14,-7,40,10:28:12,
23,-21,41,10:28:12,
15,-40,28,10:28:13,
9,-7,46,10:28:13,
13,-14,45,10:28:13,
11,-17,44,10:28:13,
11,-18,43,10:28:14,
12,-17,43,10:28:14,
12,-16,44,10:28:14,
12,-17,43,10:28:14,
12,-17,43,10:28:15,
12,-17,43,10:28:15,
12,-17,43,10:28:15,
12,-18,43,10:28:15,
11,-18,43,10:28:16,
11,-19,43,10:28:16,
12,-18,43,10:28:16,
13,-18,42,10:28:16,
13,-17,42,10:28:17,
14,-16,44,10:28:17,
13,-16,43,10:28:17,
13,-23,43,10:28:17,
6,-41,20,10:28:18,
29,-26,17,10:28:19,
34,0,3,10:28:19,
41,-7,7,10:28:20,
42,-8,-4,10:28:20,
48,-5,-2,10:28:20,
50,-5,-2,10:28:21,
47,-5,-1,10:28:21,
49,-5,-2,10:28:21,
48,-5,-2,10:28:21,
48,-5,-3,10:28:22,
48,-4,-3,10:28:22,
49,-6,-1,10:28:22,
48,-6,-2,10:28:23,
49,-7,-2,10:28:23,
48,-8,-1,10:28:23,
47,-10,-2,10:28:23,
48,-9,-1,10:28:24,
49,-9,-1,10:28:24,
48,-10,-2,10:28:24,
48,-8,-3,10:28:24,
49,-8,-5,10:28:25,
47,-9,-6,10:28:25,
47,-8,-6,10:28:25,
47,-6,-8,10:28:25,
47,-4,-7,10:28:26,
49,-4,-7,10:28:26,
47,-5,-8,10:28:26,
46,-8,-5,10:28:26,
46,-9,-6,10:28:27,
46,-9,-5,10:28:27,
48,-8,-5,10:28:27,
47,-7,-5,10:28:27,
46,-8,-7,10:28:28,
48,-8,-7,10:28:28,
47,-8,-6,10:28:28,
47,-8,-6,10:28:28,
48,-8,-5,10:28:29,
48,-8,-4,10:28:29,
47,-8,-4,10:28:29,
48,-8,-5,10:28:29,
49,-8,-4,10:28:30,
48,-8,-4,10:28:30,
49,-8,-3,10:28:30,
48,-8,-3,10:28:30,
49,-8,-3,10:28:31,
47,-8,-3,10:28:31,
48,-8,-2,10:28:31,
48,-7,-3,10:28:31,
48,-7,-3,10:28:32,
46,-7,-3,10:28:32,
48,-8,-3,10:28:32,
48,-8,-4,10:28:32,
47,-8,-3,10:28:33,
48,-9,-2,10:28:33,
48,-9,-2,10:28:33,
48,-8,-2,10:28:33,
47,-8,-2,10:28:34,
49,-9,-3,10:28:34,
48,-7,-1,10:28:34,
48,-8,-2,10:28:34,
46,-9,-2,10:28:35,
49,-7,-2,10:28:35,
48,-7,-1,10:28:35,
47,-7,0,10:28:35,
44,-8,3,10:28:36,
47,-8,1,10:28:36,
44,-15,6,10:28:36,
47,-15,6,10:28:36,
19,-27,8,10:28:37,
10,-47,-9,10:28:37,
5,-46,-12,10:28:37,
8,-46,-17,10:28:38,
8,-44,-15,10:28:38,
6,-45,-17,10:28:38,
7,-44,-16,10:28:38,
6,-46,-17,10:28:39,
8,-46,-15,10:28:39,
7,-46,-16,10:28:39,
7,-46,-15,10:28:39,
7,-46,-16,10:28:40,
11,-47,-14,10:28:40,
10,-46,-6,10:28:40,
12,-40,-9,10:28:41,
24,-42,1,10:28:41,
16,-43,6,10:28:41,
19,-44,6,10:28:41,
18,-44,7,10:28:42,
17,-45,7,10:28:42,
18,-46,5,10:28:42,
13,-37,-1,10:28:42,
17,-33,0,10:28:43,
14,-25,9,10:28:43,
21,-38,23,10:28:43,
10,-17,36,10:28:43,
13,-41,32,10:28:44,
31,-27,40,10:28:44,
10,-15,43,10:28:44,
13,-16,43,10:28:44,
14,-15,43,10:28:45,
13,-16,43,10:28:45,
13,-14,44,10:28:45,
14,-14,44,10:28:45,
13,-14,44,10:28:46,
13,-14,44,10:28:46,
14,-14,44,10:28:46,
11,-14,46,10:28:46,
12,-13,45,10:28:47,
12,-13,45,10:28:47,
-1,-13,43,10:28:48,
13,-23,34,10:28:48,
8,-23,40,10:28:48,
12,-24,40,10:28:48,
12,-26,40,10:28:49,
14,-23,40,10:28:49,
14,-23,41,10:28:49,
12,-13,37,10:28:49,
11,-20,44,10:28:50,
15,-4,49,10:28:50,
13,-15,44,10:28:50,
14,-18,40,10:28:51,
13,-17,43,10:28:51,
13,-18,42,10:28:51,
14,-19,42,10:28:51,
16,-18,41,10:28:52,
16,-18,41,10:28:52,
15,-19,42,10:28:52,
15,-18,42,10:28:52,
16,-19,41,10:28:53,
17,-18,41,10:28:53,
13,-14,45,10:28:53,
15,-15,42,10:28:53,
23,-16,41,10:28:54,
20,-44,29,10:28:54,
16,-20,40,10:28:54,
19,-19,38,10:28:55,
18,-17,37,10:28:55,
19,-20,39,10:28:55,
21,-19,38,10:28:55,
22,-18,39,10:28:56,
21,-20,38,10:28:56,
20,-20,39,10:28:56,
22,-19,39,10:28:56,
22,-20,38,10:28:57,
21,-20,38,10:28:57,
21,-20,39,10:28:57,
21,-20,39,10:28:57,
20,-20,39,10:28:58,
21,-20,38,10:28:58,
21,-19,39,10:28:58,
21,-19,38,10:28:58,
22,-19,38,10:28:59,
21,-20,39,10:28:59,
21,-19,38,10:28:59,
21,-19,39,10:28:59,
21,-19,39,10:29:00,
22,-19,38,10:29:00,
21,-19,38,10:29:00,
22,-19,39,10:29:00,
21,-20,38,10:29:01,
21,-19,38,10:29:01,
21,-19,38,10:29:01,
20,-20,38,10:29:01,
21,-19,39,10:29:02,
20,-19,39,10:29:02,
21,-19,39,10:29:02,
21,-19,39,10:29:02,
19,-14,41,10:29:03,
16,-6,42,10:29:03,
22,-50,35,10:29:03,
32,-39,10,10:29:03,
15,-46,7,10:29:04,
15,-49,9,10:29:04,
18,-45,15,10:29:04,
2,-35,8,10:29:04,
7,-29,8,10:29:05,
9,-37,18,10:29:05,
31,-18,18,10:29:06,
28,-15,19,10:29:06,
37,-11,8,10:29:06,
47,-5,-3,10:29:06,
46,-1,0,10:29:07,
43,-3,0,10:29:07,
49,-4,-2,10:29:07,
46,-5,-4,10:29:07,
48,-4,-4,10:29:08,
47,-5,-3,10:29:08,
49,-5,-2,10:29:08,
48,-4,-2,10:29:08,
50,-5,-1,10:29:09,
49,-3,-1,10:29:09,
48,-4,0,10:29:09,
48,-2,-1,10:29:10,
46,-4,-2,10:29:10,
49,-2,-1,10:29:10,
48,-2,-1,10:29:10,
47,-3,-1,10:29:11,
49,-3,0,10:29:11,
48,-3,-1,10:29:11,
47,-3,0,10:29:11,
49,-2,0,10:29:12,
48,-3,0,10:29:12,
48,-4,0,10:29:12,
48,-4,0,10:29:12,
48,-3,-1,10:29:13,
48,-3,-1,10:29:13,
49,-3,-1,10:29:13,
49,-3,-1,10:29:13,
49,-3,-1,10:29:14,
49,-3,-1,10:29:14,
48,-3,-1,10:29:14,
48,-3,-1,10:29:14,
48,-3,0,10:29:15,
49,-3,0,10:29:15,
49,-3,0,10:29:15,
48,-3,0,10:29:15,
48,-3,0,10:29:16,
49,-3,0,10:29:16,
47,-6,7,10:29:16,
32,-19,6,10:29:16,
34,-41,-1,10:29:17,
16,-35,-5,10:29:17,
13,-48,-22,10:29:17,
11,-42,-11,10:29:18,
11,-45,-15,10:29:18,
8,-45,-19,10:29:18,
13,-43,-15,10:29:18,
9,-46,-15,10:29:19,
10,-47,-14,10:29:19,
10,-44,-16,10:29:19,
10,-45,-15,10:29:19,
10,-44,-14,10:29:20,
11,-44,-13,10:29:20,
8,-50,-14,10:29:20,
13,-36,0,10:29:21,
22,-39,6,10:29:21,
23,-44,11,10:29:21,
24,-42,7,10:29:21,
20,-44,4,10:29:22,
14,-46,2,10:29:22,
17,-42,11,10:29:22,
35,-48,8,10:29:22,
33,-34,29,10:29:23,
34,-8,35,10:29:23,
26,-18,26,10:29:23,
0,-24,34,10:29:23,
8,-42,15,10:29:24,
3,-30,29,10:29:24,
13,-12,44,10:29:24,
11,-13,44,10:29:24,
12,-15,44,10:29:25,
13,-15,44,10:29:25,
14,-13,43,10:29:25,
15,-14,44,10:29:25,
15,-14,43,10:29:26,
15,-13,44,10:29:26,
15,-13,44,10:29:26,
15,-13,43,10:29:26,
17,-11,44,10:29:27,
16,-13,43,10:29:27,
23,-12,48,10:29:27,
36,-31,41,10:29:28,
18,-6,35,10:29:28,
16,-10,44,10:29:28,
18,-21,40,10:29:28,
19,-19,39,10:29:29,
22,-18,39,10:29:29,
22,-18,39,10:29:29,
25,-16,38,10:29:29,
21,-9,41,10:29:30,
13,4,37,10:29:30,
27,-38,35,10:29:30,
8,-28,44,10:29:30,
11,-10,46,10:29:31,
13,-12,45,10:29:31,
13,-13,44,10:29:31,
12,-13,45,10:29:31,
13,-12,45,10:29:32,
13,-13,44,10:29:32,
12,-13,44,10:29:32,
13,-13,44,10:29:32,
13,-13,44,10:29:33,
13,-13,44,10:29:33,
12,-13,44,10:29:33,
13,-12,45,10:29:33,
13,-13,44,10:29:34,
13,-14,44,10:29:34,
12,-16,43,10:29:34,
21,-46,18,10:29:35,
22,-16,42,10:29:35,
15,-18,41,10:29:35,
12,-16,39,10:29:36,
30,-26,48,10:29:36,
28,-21,38,10:29:36,
21,-18,38,10:29:36,
21,-18,38,10:29:37,
22,-19,39,10:29:37,
21,-19,39,10:29:37,
19,-20,39,10:29:37,
19,-20,39,10:29:38,
20,-20,39,10:29:38,
20,-20,39,10:29:38,
20,-19,39,10:29:38,
21,-19,39,10:29:39,
22,-19,39,10:29:39,
21,-19,39,10:29:39,
20,-19,39,10:29:39,
21,-19,39,10:29:40,
20,-20,39,10:29:40,
19,-20,39,10:29:40,
20,-20,39,10:29:40,
20,-19,39,10:29:41,
20,-19,39,10:29:41,
21,-19,39,10:29:41,
21,-19,39,10:29:41,
20,-19,39,10:29:42,
20,-19,39,10:29:42,
20,-19,39,10:29:42,
20,-19,39,10:29:42,
20,-19,39,10:29:43,
20,-19,39,10:29:43,
21,-19,39,10:29:43,
20,-19,39,10:29:43,
21,-19,39,10:29:44,
21,-19,39,10:29:44,
20,-19,39,10:29:44,
21,-19,39,10:29:44,
21,-19,39,10:29:45,
20,-19,39,10:29:45,
20,-20,39,10:29:45,
20,-20,39,10:29:45,
20,-19,39,10:29:46,
20,-19,39,10:29:46,
20,-19,39,10:29:46,
20,-19,39,10:29:46,
20,-19,39,10:29:47,
20,-19,39,10:29:47,
19,-20,39,10:29:47,
20,-19,39,10:29:47,
19,-19,39,10:29:48,
20,-19,39,10:29:48,
19,-19,39,10:29:48,
20,-19,39,10:29:48,
20,-19,39,10:29:49,
19,-19,39,10:29:49,
20,-19,39,10:29:49,
19,-20,39,10:29:49,
20,-19,39,10:29:50,
20,-19,39,10:29:50,
20,-19,39,10:29:50,
20,-19,39,10:29:50,
20,-19,39,10:29:51,
20,-19,39,10:29:51,
20,-19,39,10:29:51,
20,-19,39,10:29:51,
20,-19,39,10:29:52,
20,-19,39,10:29:52,
20,-19,39,10:29:52,
20,-19,39,10:29:52,
20,-19,39,10:29:53,
20,-19,39,10:29:53,
20,-19,39,10:29:53,
19,-19,39,10:29:53,
19,-19,39,10:29:54,
19,-19,39,10:29:54,
20,-19,39,10:29:54,
20,-19,40,10:29:54,
20,-19,39,10:29:55,
20,-19,39,10:29:55,
20,-19,39,10:29:55,
20,-19,39,10:29:55,
21,-19,39,10:29:56,
20,-19,39,10:29:56,
20,-19,39,10:29:56,
20,-19,39,10:29:56,
22,-18,39,10:29:57,
21,-18,39,10:29:57,
22,-18,39,10:29:57,
20,-19,39,10:29:57,
20,-20,40,10:29:58,
17,-20,40,10:29:58,
18,-19,40,10:29:58,
13,-19,41,10:29:58,
