angleX,angleY,angleZ,Time,Label
-4,-15,46,10:44:58,Long Standing
-2,-4,46,10:44:58,Long Standing
-3,0,47,10:44:58,Long Standing
0,0,48,10:44:58,Long Standing
-2,1,49,10:44:59,Long Standing
0,2,50,10:44:59,Long Standing
-1,4,46,10:44:59,Long Standing
-1,3,48,10:44:59,Long Standing
0,2,48,10:45:00,Long Standing
-1,2,48,10:45:00,Long Standing
0,3,47,10:45:00,Long Standing
12,-27,15,10:45:00,Long Standing
6,-1,2,10:45:01,Long Standing
-26,36,15,10:45:01,Long Standing
-22,26,11,10:45:02,Long Standing
43,-37,32,10:45:02,Long Standing
18,-41,15,10:45:02,Long Standing
4,-7,31,10:45:03,Long Standing
3,1,39,10:45:03,Long Standing
0,3,46,10:45:03,Long Standing
-3,-3,46,10:45:04,Long Standing
-2,-3,47,10:45:04,Long Standing
32,-19,7,10:45:05,Long Standing
43,-13,17,10:45:05,Long Standing
24,-19,-1,10:45:06,Long Standing
36,-14,8,10:45:06,Long Standing
46,-22,16,10:45:06,Long Standing
42,-12,5,10:45:06,Long Standing
39,-16,0,10:45:07,Long Standing
45,-17,12,10:45:07,Long Standing
44,-16,13,10:45:08,Long Standing
47,-7,14,10:45:08,Long Standing
40,-9,31,10:45:08,Long Standing
40,0,6,10:45:08,Long Standing
34,-13,25,10:45:09,Long Standing
43,-12,5,10:45:09,Long Standing
43,-16,-2,10:45:09,Long Standing
46,-18,5,10:45:10,Long Standing
32,-14,4,10:45:10,Long Standing
40,-14,0,10:45:10,Long Standing
44,-18,9,10:45:11,Long Standing
47,-10,5,10:45:11,Long Standing
44,-20,12,10:45:11,Long Standing
39,-21,12,10:45:11,Long Standing
47,-14,11,10:45:12,Long Standing
43,-14,9,10:45:12,Long Standing
41,-10,23,10:45:12,Long Standing
46,-9,20,10:45:12,Long Standing
47,-3,15,10:45:13,Long Standing
46,-4,18,10:45:13,Long Standing
40,-3,16,10:45:13,Long Standing
43,-12,19,10:45:13,Long Standing
44,-9,14,10:45:14,Long Standing
49,-22,15,10:45:14,Long Standing
44,-19,7,10:45:14,Long Standing
43,-19,9,10:45:14,Long Standing
43,-17,8,10:45:15,Long Standing
46,-19,7,10:45:15,Long Standing
43,-20,8,10:45:15,Long Standing
44,-15,7,10:45:15,Long Standing
47,-9,6,10:45:16,Long Standing
46,-14,9,10:45:16,Long Standing
45,-15,8,10:45:16,Long Standing
45,-14,6,10:45:16,Long Standing
44,-16,4,10:45:17,Long Standing
45,-18,5,10:45:17,Long Standing
45,-19,5,10:45:17,Long Standing
44,-18,5,10:45:17,Long Standing
43,-20,7,10:45:18,Long Standing
43,-20,7,10:45:18,Long Standing
42,-23,4,10:45:18,Long Standing
44,-19,9,10:45:18,Long Standing
41,-19,3,10:45:19,Long Standing
46,-21,6,10:45:19,Long Standing
39,-20,4,10:45:19,Long Standing
39,-20,10,10:45:20,Long Standing
46,-24,15,10:45:20,Long Standing
40,-16,10,10:45:20,Long Standing
39,-16,4,10:45:21,Long Standing
35,-17,3,10:45:21,Long Standing
47,-15,16,10:45:21,Long Standing
40,-16,12,10:45:21,Long Standing
45,-11,20,10:45:22,Long Standing
35,-13,15,10:45:22,Long Standing
43,-21,21,10:45:22,Long Standing
49,-19,13,10:45:22,Long Standing
44,-18,12,10:45:23,Long Standing
42,-19,13,10:45:23,Long Standing
36,-26,14,10:45:23,Long Standing
48,-31,20,10:45:23,Long Standing
44,-15,14,10:45:24,Long Standing
47,-14,10,10:45:24,Long Standing
43,-13,11,10:45:24,Long Standing
46,-9,14,10:45:24,Long Standing
46,-16,16,10:45:25,Long Standing
42,-13,14,10:45:25,Long Standing
44,-9,12,10:45:25,Long Standing
45,-13,14,10:45:25,Long Standing
44,-14,12,10:45:26,Long Standing
46,-17,12,10:45:26,Long Standing
36,-24,16,10:45:26,Long Standing
38,-25,17,10:45:26,Long Standing
40,-24,17,10:45:27,Long Standing
42,-21,20,10:45:27,Long Standing
37,-20,16,10:45:27,Long Standing
44,-16,13,10:45:27,Long Standing
43,-19,20,10:45:28,Long Standing
38,-17,19,10:45:28,Long Standing
41,-15,15,10:45:28,Long Standing
40,-19,17,10:45:28,Long Standing
42,-17,19,10:45:29,Long Standing
41,-18,18,10:45:29,Long Standing
44,-19,20,10:45:29,Long Standing
25,-23,9,10:45:29,Long Standing
30,-31,0,10:45:30,Bowing
16,-49,-9,10:45:30,Bowing
10,-45,-15,10:45:30,Bowing
7,-41,-13,10:45:30,Bowing
2,-47,-21,10:45:31,Bowing
3,-45,-19,10:45:31,Bowing
1,-45,-19,10:45:31,Bowing
5,-43,-19,10:45:31,Bowing
1,-45,-22,10:45:32,Bowing
1,-43,-22,10:45:32,Bowing
0,-43,-22,10:45:32,Bowing
1,-43,-22,10:45:32,Bowing
15,-34,3,10:45:33,Short Standing
27,-36,8,10:45:33,Short Standing
30,-34,7,10:45:34,Short Standing
27,-35,8,10:45:34,Short Standing
24,-40,-2,10:45:34,Short Standing
42,-35,-4,10:45:34,Short Standing
25,-44,21,10:45:35,Short Standing
18,-45,-9,10:45:35,Short Standing
7,-36,2,10:45:35,Short Standing
49,-44,-18,10:45:36,Short Standing
40,0,-2,10:45:36,Short Standing
32,28,0,10:45:36,Short Standing
34,14,3,10:45:37,Short Standing
45,3,0,10:45:37,Short Standing
36,-36,-6,10:45:37,Short Standing
23,-14,24,10:45:38,Short Standing
17,-40,50,10:45:38,Short Standing
8,-33,15,10:45:38,Short Standing
17,-34,30,10:45:39,1st Prostration
18,-32,31,10:45:39,1st Prostration
19,-34,28,10:45:39,1st Prostration
19,-34,28,10:45:40,1st Prostration
19,-34,28,10:45:40,1st Prostration
19,-34,28,10:45:40,1st Prostration
18,-34,28,10:45:40,1st Prostration
