angleX,angleY,angleZ,Time,Label
5,-37,27,10:23:20,Long Standing
9,-38,32,10:23:20,Long Standing
8,-37,31,10:23:21,Long Standing
4,-34,34,10:23:21,Long Standing
5,-30,34,10:23:21,Long Standing
3,-31,41,10:23:21,Long Standing
7,-27,42,10:23:22,Long Standing
5,-19,45,10:23:22,Long Standing
9,27,19,10:23:22,Long Standing
-23,34,9,10:23:23,Long Standing
-15,42,17,10:23:23,Long Standing
-15,37,21,10:23:23,Long Standing
-1,18,-8,10:23:23,Long Standing
22,-38,7,10:23:24,Long Standing
44,-15,24,10:23:24,Long Standing
43,-4,10,10:23:24,Long Standing
36,-9,11,10:23:25,Long Standing
43,-2,9,10:23:25,Long Standing
50,-5,7,10:23:25,Long Standing
48,-4,6,10:23:26,Long Standing
48,-4,4,10:23:26,Long Standing
46,-6,6,10:23:26,Long Standing
48,-7,4,10:23:27,Long Standing
49,-5,2,10:23:27,Long Standing
48,-5,3,10:23:27,Long Standing
49,-6,2,10:23:27,Long Standing
48,-6,2,10:23:28,Long Standing
48,-7,3,10:23:28,Long Standing
47,-6,3,10:23:28,Long Standing
48,-7,4,10:23:28,Long Standing
47,-7,2,10:23:29,Long Standing
47,-8,1,10:23:29,Long Standing
48,-6,2,10:23:29,Long Standing
49,-7,3,10:23:29,Long Standing
48,-7,4,10:23:30,Long Standing
48,-7,5,10:23:30,Long Standing
47,-6,5,10:23:30,Long Standing
49,-7,3,10:23:30,Long Standing
49,-7,1,10:23:31,Long Standing
48,-7,1,10:23:31,Long Standing
48,-7,3,10:23:31,Long Standing
47,-7,0,10:23:31,Long Standing
50,-7,3,10:23:32,Long Standing
46,-8,2,10:23:32,Long Standing
48,-8,2,10:23:32,Long Standing
50,-6,3,10:23:32,Long Standing
46,-7,2,10:23:33,Long Standing
48,-6,4,10:23:33,Long Standing
48,-6,3,10:23:33,Long Standing
48,-7,3,10:23:33,Long Standing
44,-5,3,10:23:34,Long Standing
49,-6,4,10:23:34,Long Standing
47,-6,3,10:23:34,Long Standing
48,-6,3,10:23:34,Long Standing
48,-7,4,10:23:35,Long Standing
48,-7,3,10:23:35,Long Standing
47,-8,2,10:23:35,Long Standing
47,-7,3,10:23:35,Long Standing
48,-8,1,10:23:36,Long Standing
47,-10,1,10:23:36,Long Standing
46,-9,2,10:23:36,Long Standing
49,-7,3,10:23:36,Long Standing
49,-9,1,10:23:37,Long Standing
48,-9,1,10:23:37,Long Standing
47,-9,1,10:23:37,Long Standing
47,-8,2,10:23:38,Long Standing
48,-6,2,10:23:38,Long Standing
47,-8,2,10:23:38,Long Standing
47,-7,4,10:23:38,Long Standing
47,-6,4,10:23:39,Long Standing
48,-6,4,10:23:39,Long Standing
44,-6,2,10:23:39,Long Standing
46,-7,4,10:23:39,Long Standing
47,-8,5,10:23:40,Long Standing
38,-6,10,10:23:40,Long Standing
38,-35,2,10:23:40,Long Standing
31,-39,-6,10:23:41,Bowing
15,-39,-4,10:23:41,Bowing
16,-47,-24,10:23:41,Bowing
