angleX,angleY,angleZ,Time,Label
2,-47,13,15:16:55,Standing
31,-45,39,15:16:55,Standing
19,7,23,15:16:55,Standing
7,25,17,15:16:55,Standing
-21,38,6,15:16:56,Standing
-24,37,10,15:16:56,Standing
-6,38,6,15:16:56,Standing
10,33,21,15:16:56,Standing
45,-5,41,15:16:57,Standing
34,-14,24,15:16:57,Standing
39,-9,18,15:16:57,Standing
49,-8,12,15:16:57,Standing
45,-8,11,15:16:58,Standing
47,-8,12,15:16:58,Standing
46,-8,12,15:16:58,Standing
46,-8,11,15:16:58,Standing
46,-9,13,15:16:59,Standing
46,-9,13,15:16:59,Standing
45,-9,12,15:16:59,Standing
46,-10,12,15:16:59,Standing
45,-10,12,15:17:00,Standing
46,-10,12,15:17:00,Standing
46,-10,12,15:17:00,Standing
45,-9,12,15:17:00,Standing
46,-10,12,15:17:01,Standing
46,-9,12,15:17:01,Standing
46,-9,13,15:17:01,Standing
46,-9,13,15:17:01,Standing
46,-9,13,15:17:02,Standing
46,-9,14,15:17:02,Standing
45,-9,14,15:17:02,Standing
45,-9,14,15:17:02,Standing
45,-8,15,15:17:03,Standing
45,-9,15,15:17:03,Standing
45,-8,15,15:17:03,Standing
45,-9,15,15:17:03,Standing
44,-10,14,15:17:04,Standing
46,-9,14,15:17:04,Standing
45,-9,14,15:17:04,Standing
46,-9,14,15:17:05,Standing
43,-9,15,15:17:05,Standing
47,-8,17,15:17:05,Standing
44,-7,16,15:17:05,Standing
45,-8,15,15:17:06,Standing
45,-9,14,15:17:06,Standing
45,-9,14,15:17:06,Standing
46,-9,13,15:17:06,Standing
45,-10,13,15:17:07,Standing
45,-10,13,15:17:07,Standing
45,-9,13,15:17:07,Standing
46,-10,12,15:17:07,Standing
46,-10,12,15:17:08,Standing
46,-10,12,15:17:08,Standing
45,-10,11,15:17:08,Standing
46,-9,13,15:17:08,Standing
46,-9,13,15:17:09,Standing
45,-9,13,15:17:09,Standing
46,-9,13,15:17:09,Standing
46,-10,13,15:17:09,Standing
46,-9,13,15:17:10,Standing
47,-10,12,15:17:10,Standing
39,-9,16,15:17:10,Standing
47,-5,17,15:17:10,Standing
44,-4,18,15:17:11,Standing
43,-3,18,15:17:11,Standing
46,-5,16,15:17:11,Standing
45,-4,15,15:17:11,Standing
47,-11,13,15:17:12,Standing
45,-9,13,15:17:12,Standing
47,-8,13,15:17:12,Standing
46,-10,12,15:17:12,Standing
47,-9,12,15:17:13,Standing
46,-10,11,15:17:13,Standing
46,-10,12,15:17:13,Standing
45,-10,13,15:17:13,Standing
45,-10,12,15:17:14,Standing
46,-10,11,15:17:14,Standing
46,-11,10,15:17:14,Standing
46,-10,12,15:17:14,Standing
47,-11,8,15:17:15,Standing
47,-9,11,15:17:15,Standing
46,-9,11,15:17:15,Standing
47,-10,10,15:17:15,Standing
47,-10,10,15:17:16,Standing
47,-9,10,15:17:16,Standing
39,-17,16,15:17:16,Standing
36,-20,9,15:17:16,Standing
31,-25,7,15:17:17,Standing
8,-46,-6,15:17:17,Bowing
6,-48,-11,15:17:17,Bowing
3,-47,-13,15:17:18,Bowing
8,-46,-14,15:17:18,Bowing
6,-45,-15,15:17:18,Bowing
7,-47,-15,15:17:18,Bowing
5,-47,-15,15:17:19,Bowing
7,-47,-14,15:17:19,Bowing
7,-47,-14,15:17:19,Bowing
8,-47,-14,15:17:19,Bowing
5,-46,-14,15:17:20,Bowing
5,-45,-17,15:17:20,Bowing
7,-46,-14,15:17:20,Bowing
3,-46,-13,15:17:20,Bowing
5,-47,-14,15:17:21,Bowing
5,-46,-13,15:17:21,Bowing
5,-46,-14,15:17:21,Bowing
5,-46,-14,15:17:21,Bowing
5,-46,-14,15:17:22,Bowing
5,-47,-14,15:17:22,Bowing
5,-46,-14,15:17:22,Bowing
5,-46,-15,15:17:22,Bowing
4,-46,-14,15:17:23,Bowing
5,-46,-14,15:17:23,Bowing
5,-46,-13,15:17:23,Bowing
6,-46,-13,15:17:23,Bowing
5,-47,-13,15:17:24,Bowing
4,-50,-14,15:17:24,Bowing
7,-49,-9,15:17:24,Bowing
8,-45,-3,15:17:25,Bowing
8,-45,8,15:17:25,Bowing
11,-45,11,15:17:25,Standing
11,-45,11,15:17:25,Standing
10,-46,12,15:17:26,Standing
8,-46,12,15:17:26,Standing
8,-46,12,15:17:26,Standing
