angleX,angleY,angleZ,Time,Label
29,-49,24,22:33:28,Long Standing
3,24,12,22:33:28,Long Standing
-12,42,20,22:33:29,Long Standing
36,-18,-25,22:33:30,Long Standing
38,-17,-19,22:33:30,Long Standing
41,-19,-22,22:33:31,Long Standing
37,-19,-24,22:33:31,Long Standing
38,-19,-23,22:33:32,Long Standing
37,-20,-23,22:33:32,Long Standing
37,-20,-24,22:33:33,Long Standing
37,-19,-23,22:33:33,Long Standing
37,-20,-24,22:33:34,Long Standing
38,-19,-23,22:33:34,Long Standing
37,-21,-23,22:33:35,Long Standing
36,-20,-22,22:33:35,Long Standing
36,-20,-24,22:33:36,Long Standing
34,-17,-20,22:33:36,Long Standing
40,-23,-17,22:33:37,Long Standing
42,-21,-17,22:33:37,Long Standing
42,-22,-19,22:33:38,Long Standing
42,-21,-15,22:33:38,Long Standing
41,-19,-15,22:33:39,Long Standing
43,-21,-16,22:33:39,Long Standing
41,-23,-16,22:33:40,Long Standing
41,-19,-17,22:33:40,Long Standing
32,-27,-18,22:33:41,Long Standing
40,-20,-19,22:33:41,Long Standing
39,-18,-23,22:33:42,Long Standing
39,-20,-23,22:33:42,Long Standing
36,-21,-23,22:33:43,Long Standing
37,-21,-22,22:33:43,Long Standing
38,-22,-22,22:33:44,Long Standing
37,-22,-22,22:33:44,Long Standing
37,-22,-22,22:33:45,Long Standing
38,-22,-22,22:33:45,Long Standing
37,-22,-23,22:33:46,Long Standing
36,-21,-23,22:33:46,Long Standing
36,-22,-23,22:33:47,Long Standing
33,-22,-23,22:33:47,Long Standing
3,-43,-20,22:33:48,Bowing
-13,-45,-11,22:33:48,Bowing
-16,-44,-16,22:33:49,Bowing
-16,-41,-20,22:33:49,Bowing
-15,-43,-17,22:33:50,Bowing
-15,-41,-21,22:33:50,Bowing
-13,-43,-15,22:33:51,Bowing
-16,-43,-16,22:33:51,Bowing
-14,-44,-15,22:33:52,Bowing
-17,-43,-17,22:33:52,Bowing
-14,-44,-16,22:33:53,Bowing
-11,-49,-13,22:33:53,Bowing
7,-37,0,22:33:54,Short Standing
11,-46,4,22:33:54,Short Standing
6,-48,6,22:33:55,Short Standing
6,-47,4,22:33:55,Short Standing
7,-49,2,22:33:56,Short Standing
8,-47,4,22:33:56,Short Standing
5,-47,1,22:33:57,Short Standing
5,-21,0,22:33:57,Short Standing
3,-54,0,22:33:58,Prostration
-3,-38,28,22:33:58,Prostration
23,-39,17,22:33:59,Prostration
27,-35,20,22:33:59,Prostration
26,-36,18,22:34:00,Prostration
27,-37,17,22:34:00,Prostration
26,-34,21,22:34:01,Prostration
30,-33,21,22:34:01,Prostration
3,-24,12,22:34:02,Sitting
21,-27,36,22:34:02,Sitting
14,-29,36,22:34:03,Sitting
11,-28,37,22:34:03,Sitting
10,-25,32,22:34:04,Prostration
30,-33,43,22:34:04,Prostration
30,-26,29,22:34:05,Prostration
26,-32,25,22:34:05,Prostration
28,-31,25,22:34:06,Prostration
27,-31,24,22:34:06,Prostration
27,-31,24,22:34:07,Prostration
28,-31,24,22:34:07,Prostration
28,-31,24,22:34:08,Prostration
28,-31,24,22:34:08,Prostration
28,-31,24,22:34:09,Prostration
27,-32,23,22:34:09,Prostration
29,-29,26,22:34:10,Prostration
26,-30,27,22:34:10,Prostration
25,-35,15,22:34:11,Long Standing
8,-41,25,22:34:11,Long Standing
16,-46,15,22:34:12,Long Standing
25,-16,-2,22:34:12,Long Standing
42,-16,-17,22:34:13,Long Standing
42,-17,-18,22:34:14,Long Standing
42,-16,-18,22:34:14,Long Standing
41,-17,-17,22:34:15,Long Standing
43,-18,-19,22:34:15,Long Standing
41,-16,-19,22:34:16,Long Standing
42,-16,-19,22:34:16,Long Standing
40,-17,-19,22:34:17,Long Standing
40,-17,-20,22:34:17,Long Standing
41,-16,-18,22:34:18,Long Standing
41,-15,-18,22:34:18,Long Standing
40,-16,-19,22:34:19,Long Standing
41,-16,-20,22:34:19,Long Standing
41,-16,-19,22:34:20,Long Standing
40,-17,-21,22:34:20,Long Standing
41,-18,-22,22:34:21,Long Standing
40,-17,-21,22:34:21,Long Standing
39,-17,-21,22:34:22,Long Standing
40,-17,-22,22:34:22,Long Standing
39,-17,-21,22:34:23,Long Standing
39,-17,-22,22:34:23,Long Standing
40,-17,-21,22:34:24,Long Standing
40,-18,-22,22:34:24,Long Standing
40,-17,-21,22:34:25,Long Standing
40,-17,-21,22:34:25,Long Standing
40,-17,-21,22:34:26,Long Standing
41,-17,-21,22:34:26,Long Standing
36,-18,-13,22:34:27,Long Standing
41,-18,-19,22:34:27,Long Standing
43,-17,-18,22:34:28,Long Standing
44,-15,-19,22:34:28,Long Standing
39,-14,-22,22:34:29,Long Standing
43,-17,-19,22:34:29,Long Standing
41,-16,-21,22:34:30,Long Standing
38,-18,-18,22:34:30,Long Standing
41,-17,-20,22:34:31,Long Standing
40,-15,-20,22:34:31,Long Standing
40,-15,-20,22:34:32,Long Standing
39,-17,-21,22:34:32,Long Standing
39,-17,-22,22:34:33,Long Standing
39,-18,-22,22:34:33,Long Standing
40,-16,-23,22:34:34,Long Standing
40,-20,-23,22:34:34,Long Standing
39,-17,-23,22:34:35,Long Standing
31,-16,-25,22:34:35,Long Standing
40,-18,-24,22:34:36,Long Standing
39,-16,-20,22:34:36,Long Standing
1,-59,-5,22:34:37,Bowing
