angleX,angleY,angleZ,Time,Label
19,18,15,22:36:49,Long Standing
-8,44,18,22:36:49,Long Standing
18,31,9,22:36:50,Long Standing
31,-39,-12,22:36:50,Long Standing
41,-20,-17,22:36:51,Long Standing
37,-20,-17,22:36:51,Long Standing
44,-13,-17,22:36:52,Long Standing
41,-18,-16,22:36:52,Long Standing
44,-19,-16,22:36:53,Long Standing
42,-15,-14,22:36:53,Long Standing
39,-19,-22,22:36:54,Long Standing
38,-21,-23,22:36:54,Long Standing
37,-21,-22,22:36:55,Long Standing
37,-20,-23,22:36:55,Long Standing
35,-22,-21,22:36:56,Long Standing
39,-20,-22,22:36:56,Long Standing
34,-22,-23,22:36:57,Long Standing
36,-21,-23,22:36:57,Long Standing
35,-22,-24,22:36:58,Long Standing
35,-21,-26,22:36:58,Long Standing
35,-23,-25,22:36:59,Long Standing
34,-22,-27,22:36:59,Long Standing
35,-21,-25,22:37:00,Long Standing
35,-21,-24,22:37:00,Long Standing
36,-22,-24,22:37:01,Long Standing
36,-21,-24,22:37:01,Long Standing
35,-21,-25,22:37:02,Long Standing
36,-21,-25,22:37:02,Long Standing
31,-21,-24,22:37:03,Long Standing
34,-22,-28,22:37:03,Long Standing
33,-19,-28,22:37:04,Long Standing
34,-23,-27,22:37:04,Long Standing
34,-24,-25,22:37:05,Long Standing
34,-23,-26,22:37:05,Long Standing
30,-26,-10,22:37:06,Long Standing
0,-49,-12,22:37:06,Long Standing
-12,-40,-13,22:37:07,Bowing
-22,-41,-14,22:37:07,Bowing
-21,-42,-13,22:37:08,Bowing
-19,-43,-12,22:37:08,Bowing
-19,-45,-12,22:37:09,Bowing
-17,-44,-10,22:37:09,Bowing
-17,-44,-11,22:37:10,Bowing
-15,-53,-6,22:37:10,Bowing
12,-39,7,22:37:11,Short Standing
7,-47,7,22:37:11,Short Standing
8,-48,4,22:37:12,Short Standing
4,-53,-2,22:37:12,Short Standing
4,-26,4,22:37:13,Short Standing
0,-62,-24,22:37:13,Short Standing
14,-46,10,22:37:14,1st Prostration
21,-39,21,22:37:14,1st Prostration
26,-32,24,22:37:15,1st Prostration
28,-32,23,22:37:15,1st Prostration
27,-34,20,22:37:16,1st Prostration
27,-35,19,22:37:16,1st Prostration
27,-35,19,22:37:17,1st Prostration
26,-31,26,22:37:17,1st Prostration
13,-16,28,22:37:18,Short Sitting
13,-25,37,22:37:18,Short Sitting
16,-24,38,22:37:19,Short Sitting
22,-20,35,22:37:19,Short Sitting
21,-29,33,22:37:20,2nd Prostration
25,-32,25,22:37:20,2nd Prostration
25,-31,27,22:37:21,2nd Prostration
25,-33,24,22:37:21,2nd Prostration
26,-33,24,22:37:22,2nd Prostration
26,-33,23,22:37:22,2nd Prostration
29,-30,25,22:37:23,2nd Prostration
27,-31,28,22:37:23,2nd Prostration
12,-47,14,22:37:24,2nd Prostration
13,-92,-2,22:37:25,Long Standing
24,-2,10,22:37:25,Long Standing
50,-17,-12,22:37:26,Long Standing
42,-17,-19,22:37:27,Long Standing
40,-16,-20,22:37:27,Long Standing
41,-15,-19,22:37:28,Long Standing
43,-17,-19,22:37:28,Long Standing
40,-17,-20,22:37:29,Long Standing
40,-17,-21,22:37:29,Long Standing
42,-17,-20,22:37:30,Long Standing
40,-16,-21,22:37:30,Long Standing
40,-18,-21,22:37:31,Long Standing
41,-17,-21,22:37:31,Long Standing
39,-18,-21,22:37:32,Long Standing
38,-19,-22,22:37:32,Long Standing
39,-19,-22,22:37:33,Long Standing
40,-19,-21,22:37:33,Long Standing
40,-19,-23,22:37:34,Long Standing
40,-19,-20,22:37:34,Long Standing
40,-19,-20,22:37:35,Long Standing
40,-19,-21,22:37:35,Long Standing
39,-19,-22,22:37:36,Long Standing
38,-19,-22,22:37:36,Long Standing
39,-19,-22,22:37:37,Long Standing
39,-19,-22,22:37:37,Long Standing
38,-18,-14,22:37:38,Long Standing
4,-49,-10,22:37:38,Long Standing
-17,-49,-16,22:37:39,Bowing
-18,-41,-18,22:37:39,Bowing
-21,-43,-22,22:37:40,Bowing
-15,-41,-20,22:37:40,Bowing
-16,-42,-18,22:37:41,Bowing
-16,-42,-17,22:37:41,Bowing
-16,-43,-17,22:37:42,Bowing
-15,-42,-17,22:37:42,Bowing
4,-49,1,22:37:43,Short Standing
15,-49,4,22:37:43,Short Standing
8,-48,4,22:37:44,Short Standing
7,-49,2,22:37:44,Short Standing
6,-44,0,22:37:45,Short Standing
1,-32,-2,22:37:45,Short Standing
13,-41,-13,22:37:46,1st Prostration
12,-46,15,22:37:46,1st Prostration
22,-37,23,22:37:47,1st Prostration
23,-30,27,22:37:47,1st Prostration
26,-32,25,22:37:48,1st Prostration
26,-34,23,22:37:48,1st Prostration
24,-30,28,22:37:49,1st Prostration
32,-25,28,22:37:49,1st Prostration
25,-16,48,22:37:50,Short Sitting
27,-22,33,22:37:50,Short Sitting
23,-22,34,22:37:51,Short Sitting
15,-28,26,22:37:51,Short Sitting
27,-26,31,22:37:52,2nd Prostration
27,-29,28,22:37:52,2nd Prostration
27,-29,28,22:37:53,2nd Prostration
28,-29,26,22:37:53,2nd Prostration
25,-33,25,22:37:54,2nd Prostration
26,-32,26,22:37:54,2nd Prostration
28,-29,27,22:37:55,2nd Prostration
26,-36,38,22:37:55,2nd Prostration
10,-24,37,22:37:56,Long Sitting
16,-24,37,22:37:56,Long Sitting
22,-25,34,22:37:57,Long Sitting
24,-26,34,22:37:57,Long Sitting
22,-26,34,22:37:58,Long Sitting
23,-26,34,22:37:58,Long Sitting
21,-26,34,22:37:59,Long Sitting
23,-26,34,22:37:59,Long Sitting
21,-25,34,22:38:00,Long Sitting
19,-26,36,22:38:00,Long Sitting
20,-25,36,22:38:01,Long Sitting
20,-26,36,22:38:01,Long Sitting
19,-26,35,22:38:02,Long Sitting
21,-26,35,22:38:02,Long Sitting
19,-26,34,22:38:03,Long Sitting
21,-26,35,22:38:03,Long Sitting
21,-26,35,22:38:04,Long Sitting
21,-25,35,22:38:04,Long Sitting
35,-20,32,22:38:05,Long Sitting
32,-6,33,22:38:05,Long Sitting
20,-41,-11,22:38:06,Long Sitting
8,-10,18,22:38:06,Long Sitting
