angleX,angleY,angleZ,Time,Label
40,-19,-23,22:48:02,Long Standing
40,-21,-22,22:48:03,Long Standing
40,-18,-20,22:48:03,Long Standing
40,-21,-21,22:48:04,Long Standing
39,-21,-17,22:48:04,Long Standing
39,-20,-19,22:48:05,Long Standing
38,-22,-20,22:48:05,Long Standing
37,-22,-22,22:48:06,Long Standing
34,-20,-23,22:48:06,Long Standing
38,-20,-21,22:48:07,Long Standing
35,-21,-21,22:48:07,Long Standing
38,-22,-21,22:48:08,Long Standing
40,-21,-21,22:48:08,Long Standing
41,-23,-16,22:48:09,Long Standing
43,-21,-17,22:48:09,Long Standing
46,-19,-14,22:48:10,Long Standing
41,-17,-15,22:48:10,Long Standing
43,-15,-12,22:48:11,Long Standing
42,-16,-13,22:48:11,Long Standing
45,-16,-16,22:48:12,Long Standing
44,-17,-14,22:48:12,Long Standing
43,-17,-15,22:48:13,Long Standing
42,-18,-15,22:48:13,Long Standing
45,-16,-19,22:48:14,Long Standing
41,-17,-17,22:48:14,Long Standing
41,-19,-16,22:48:15,Long Standing
46,-19,-13,22:48:15,Long Standing
42,-16,-15,22:48:16,Long Standing
41,-16,-16,22:48:16,Long Standing
39,-20,-16,22:48:17,Long Standing
41,-17,-19,22:48:17,Long Standing
42,-19,-18,22:48:18,Long Standing
44,-17,-15,22:48:18,Long Standing
43,-18,-16,22:48:19,Long Standing
42,-18,-18,22:48:19,Long Standing
45,-18,-18,22:48:20,Long Standing
47,-14,-19,22:48:20,Long Standing
40,-18,-15,22:48:21,Long Standing
41,-19,-22,22:48:21,Long Standing
41,-19,-22,22:48:22,Long Standing
39,-19,-21,22:48:22,Long Standing
39,-19,-21,22:48:23,Long Standing
38,-20,-22,22:48:23,Long Standing
41,-20,-22,22:48:24,Long Standing
39,-20,-22,22:48:24,Long Standing
38,-20,-22,22:48:25,Long Standing
37,-20,-22,22:48:25,Long Standing
37,-21,-19,22:48:26,Long Standing
6,-49,-11,22:48:26,Bowing
-12,-35,-12,22:48:27,Bowing
-19,-41,-18,22:48:27,Bowing
-16,-41,-19,22:48:28,Bowing
-15,-42,-18,22:48:28,Bowing
-16,-42,-17,22:48:29,Bowing
-15,-43,-17,22:48:29,Bowing
-13,-43,-18,22:48:30,Bowing
-1,-47,-3,22:48:31,Bowing
2,-49,4,22:48:31,Short Standing
4,-50,4,22:48:32,Short Standing
5,-48,5,22:48:32,Short Standing
1,-45,1,22:48:33,Short Standing
15,-43,9,22:48:34,Short Standing
33,-26,24,22:48:35,1st Prostration
30,-31,23,22:48:35,1st Prostration
33,-31,21,22:48:36,1st Prostration
29,-34,18,22:48:36,1st Prostration
28,-31,25,22:48:37,1st Prostration
17,-28,45,22:48:38,Short Sitting
21,-31,33,22:48:38,Short Sitting
17,-24,32,22:48:39,Short Sitting
16,-31,30,22:48:39,Short Sitting
26,-33,23,22:48:40,2nd Prostration
25,-38,16,22:48:40,2nd Prostration
26,-37,17,22:48:41,2nd Prostration
26,-38,16,22:48:41,2nd Prostration
27,-37,16,22:48:42,2nd Prostration
27,-36,17,22:48:42,2nd Prostration
29,-35,21,22:48:43,2nd Prostration
6,-37,4,22:48:43,Long Standing
7,-42,18,22:48:44,Long Standing
0,-47,15,22:48:44,Long Standing
16,-22,-1,22:48:45,Long Standing
47,-3,0,22:48:45,Long Standing
44,-17,-15,22:48:46,Long Standing
40,-23,-20,22:48:46,Long Standing
37,-22,-20,22:48:47,Long Standing
