angleX,angleY,angleZ,Time,
-18,39,36,15:53:20,
-27,33,38,15:53:21,
-26,23,38,15:53:21,
-31,14,38,15:53:21,
-33,3,37,15:53:21,
-32,-8,36,15:53:21,
-27,-18,33,15:53:21,
-23,-27,31,15:53:21,
-13,-32,26,15:53:21,
-4,-37,23,15:53:21,
6,-41,21,15:53:22,
17,-42,19,15:53:22,
27,-41,14,15:53:22,
18,-36,12,15:53:24,
10,-32,18,15:53:24,
-1,-28,18,15:53:24,
-11,-27,19,15:53:24,
-17,-13,25,15:53:24,
-28,-9,29,15:53:24,
-43,-4,31,15:53:24,
-29,-1,33,15:53:24,
-28,9,42,15:53:24,
-39,6,47,15:53:24,
-35,14,42,15:53:24,
-45,15,35,15:53:24,
-38,18,24,15:53:24,
-41,20,13,15:53:25,
-31,17,14,15:53:26,
-45,16,9,15:53:26,
-39,18,17,15:53:40,
-30,20,21,15:53:40,
-24,28,25,15:53:40,
-17,35,23,15:53:41,
-11,43,17,15:53:41,
-9,51,11,15:53:41,
-5,46,2,15:53:42,
-12,51,10,15:53:46,
-11,41,14,15:53:46,
-3,40,20,15:53:49,
-10,34,16,15:53:49,
-16,36,27,15:53:49,
-26,29,32,15:53:50,
-26,22,41,15:53:50,
-18,18,47,15:53:50,
-28,9,45,15:53:50,
-22,2,38,15:53:50,
-29,3,52,15:53:50,
-18,-3,42,15:53:50,
-17,2,55,15:53:50,
-8,-2,44,15:53:50,
-11,8,53,15:53:50,
-23,20,51,15:53:50,
-8,23,40,15:53:50,
-14,32,41,15:53:50,
-11,20,37,15:53:50,
-18,32,31,15:53:51,
-7,35,27,15:53:51,
-5,48,22,15:53:51,
-10,44,30,15:53:51,
-1,38,27,15:53:51,
11,38,30,15:53:51,
0,42,35,15:53:51,
-11,48,43,15:53:51,
-16,33,42,15:53:51,
-3,34,42,15:53:51,
-23,29,48,15:53:51,
0,25,40,15:53:51,
-20,18,49,15:53:51,
-24,18,38,15:53:51,
-18,19,29,15:53:51,
-7,15,32,15:53:51,
-1,14,23,15:53:51,
-10,18,33,15:53:52,
-23,22,36,15:53:52,
-19,20,27,15:53:52,
-29,22,34,15:53:52,
-10,22,33,15:53:52,
-13,27,51,15:53:52,
-2,28,52,15:53:52,
13,22,54,15:53:52,
-1,21,55,15:53:52,
-11,19,51,15:53:52,
-4,13,45,15:53:52,
-11,22,42,15:53:52,
-21,20,40,15:53:55,
-12,26,37,15:53:55,
-15,38,37,15:53:56,
-5,37,35,15:53:56,
-13,32,30,15:53:56,
-15,24,39,15:53:56,
-21,27,51,15:53:56,
-18,25,35,15:53:56,
-17,32,27,15:53:56,
-20,23,36,15:53:58,
-11,32,35,15:53:58,
-21,35,39,15:53:58,
-14,33,32,15:53:58,
-4,34,32,15:53:58,
-8,40,24,15:53:58,
-4,61,31,15:53:59,
-13,47,54,15:53:59,
-14,30,42,15:53:59,
-10,29,26,15:53:59,
-16,34,41,15:53:59,
0,31,37,15:53:59,
-3,21,40,15:53:59,
-13,19,34,15:53:59,
-3,23,27,15:53:59,
-11,30,29,15:53:59,
-5,41,52,15:53:59,
-9,31,49,15:53:59,
-3,28,31,15:53:59,
-8,23,39,15:53:59,
-18,28,44,15:53:59,
-10,23,40,15:53:59,
-20,22,45,15:53:59,
-17,32,40,15:54:03,
-24,45,45,15:54:03,
-9,43,38,15:54:03,
-5,39,28,15:54:03,
2,39,20,15:54:03,
-9,41,24,15:54:03,
-23,38,23,15:54:03,
-18,38,32,15:54:04,
-16,31,39,15:54:04,
-33,26,53,15:54:04,
-42,21,57,15:54:04,
-36,11,43,15:54:04,
-26,7,33,15:54:04,
-13,4,23,15:54:04,
-11,-2,15,15:54:04,
-18,7,14,15:54:04,
-32,14,13,15:54:04,
-45,19,14,15:54:04,
-55,24,11,15:54:04,
-67,30,9,15:54:04,
-54,31,15,15:54:04,
-55,41,15,15:54:04,
-66,45,22,15:54:04,
-38,38,22,15:54:04,
-15,40,16,15:54:04,
-23,49,22,15:54:04,
-31,40,13,15:54:04,
-19,39,13,15:54:05,
-18,47,20,15:54:05,
-2,46,16,15:54:05,
-13,42,16,15:54:05,
-19,33,14,15:54:05,
-19,25,7,15:54:05,
-26,11,5,15:54:05,
-37,13,0,15:54:05,
-49,20,0,15:54:05,
-59,24,2,15:54:05,
-43,21,5,15:54:05,
-47,5,3,15:54:05,
-37,3,-4,15:54:06,
-38,14,-7,15:54:06,
-56,21,-1,15:54:06,
-66,22,0,15:54:06,
-57,17,-1,15:54:06,
-45,14,-3,15:54:06,
-44,25,-3,15:54:06,
-38,17,0,15:54:08,
-48,23,1,15:54:09,
-38,22,0,15:54:09,
-39,23,10,15:54:20,
-29,26,9,15:54:20,
-23,35,7,15:54:20,
-14,42,5,15:54:21,
-6,50,2,15:54:21,
1,54,-4,15:54:21,
3,46,-10,15:54:21,
-3,48,-2,15:54:23,
-7,51,8,15:54:25,
-8,43,15,15:54:25,
-16,34,16,15:54:25,
-20,45,16,15:54:26,
-12,43,10,15:54:26,
-4,38,5,15:54:28,
-11,46,4,15:54:28,
-9,39,11,15:54:28,
-20,44,16,15:54:28,
-21,31,20,15:54:28,
-26,40,29,15:54:29,
-17,47,42,15:54:29,
-22,45,53,15:54:29,
-26,39,32,15:54:29,
-27,30,24,15:54:29,
-35,34,31,15:54:29,
-40,18,26,15:54:29,
-37,10,33,15:54:29,
-26,5,29,15:54:29,
-30,-1,42,15:54:29,
-24,-4,33,15:54:29,
-26,8,38,15:54:29,
-28,25,41,15:54:29,
-35,33,45,15:54:29,
-50,34,50,15:54:29,
-23,36,38,15:54:29,
-8,35,38,15:54:29,
-2,25,35,15:54:29,
-18,21,33,15:54:29,
-8,23,29,15:54:29,
-11,34,30,15:54:29,
-16,43,20,15:54:30,
-3,43,24,15:54:30,
-9,39,33,15:54:30,
-10,38,43,15:54:30,
-9,28,51,15:54:30,
-15,28,40,15:54:30,
-21,18,41,15:54:30,
-21,33,40,15:54:34,
-13,36,31,15:54:34,
-8,44,26,15:54:34,
-11,34,28,15:54:34,
-17,25,23,15:54:35,
-19,21,55,15:54:35,
-29,38,62,15:54:35,
-27,36,34,15:54:35,
-27,21,23,15:54:35,
-18,28,24,15:54:35,
-16,27,35,15:54:35,
-25,30,29,15:54:35,
-25,17,37,15:54:36,
-18,6,38,15:54:36,
-28,14,34,15:54:36,
-19,23,32,15:54:36,
-18,34,33,15:54:36,
-9,39,30,15:54:36,
-15,42,41,15:54:36,
-22,35,48,15:54:36,
-15,35,38,15:54:36,
-21,27,39,15:54:36,
-21,29,29,15:54:40,
-18,26,39,15:54:40,
-27,24,34,15:54:40,
-17,32,40,15:54:40,
-28,29,40,15:54:40,
-21,26,33,15:54:40,
-23,38,32,15:54:40,
-17,48,34,15:54:40,
-8,48,28,15:54:40,
-5,35,22,15:54:41,
-15,29,30,15:54:41,
-20,22,37,15:54:41,
-24,20,46,15:54:41,
-18,13,42,15:54:41,
-16,3,40,15:54:41,
-20,0,49,15:54:41,
-10,6,46,15:54:41,
-20,13,42,15:54:41,
-31,15,42,15:54:41,
-29,28,40,15:54:41,
-16,20,31,15:54:41,
-20,11,39,15:54:41,
-34,23,57,15:54:42,
-33,28,47,15:54:42,
-20,19,28,15:54:42,
-35,19,41,15:54:42,
-24,17,33,15:54:42,
-17,19,40,15:54:43,
-7,16,37,15:54:44,
-23,19,41,15:54:44,
-13,17,40,15:54:56,
