angleX,angleY,angleZ,Time,
24,-47,22,83743,
14,-49,21,83743,
24,-49,24,83743,
33,-45,32,83743,
49,-40,34,83743,
50,-20,30,83743,
43,-11,26,83744,
36,-4,20,83744,
24,2,16,83744,
27,12,17,83744,
17,18,19,83744,
13,29,20,83744,
5,35,19,83744,
-6,36,9,83744,
-16,39,6,83744,
-16,41,16,83744,
-22,36,6,83745,
-10,33,7,83745,
0,30,11,83745,
16,25,24,83745,
25,22,28,83745,
15,22,22,83745,
24,14,22,83745,
34,9,27,83745,
45,-5,36,83745,
49,-17,32,83745,
41,-15,22,83745,
39,-15,9,83746,
46,-14,1,83746,
45,-24,9,83746,
47,-16,-7,83746,
35,-25,0,83761,
40,-32,7,83761,
30,-34,10,83761,
20,-40,9,83761,
22,-45,0,83761,
11,-41,-6,83761,
6,-48,-17,83762,
0,-44,-10,83762,
3,-47,-20,83762,
-7,-47,-21,83762,
4,-44,-19,83766,
5,-45,-9,83766,
12,-45,-1,83767,
24,-44,-3,83768,
7,-45,0,83768,
-6,-43,9,83768,
4,-42,1,83768,
19,-45,7,83768,
21,-54,12,83768,
9,-55,4,83768,
19,-47,4,83769,
14,-52,-6,83769,
21,-43,-2,83769,
25,-34,0,83769,
21,-25,3,83769,
21,-23,13,83769,
9,-20,11,83769,
18,-25,18,83769,
15,-32,25,83769,
21,-42,25,83769,
29,-49,28,83769,
35,-61,38,83769,
28,-65,26,83769,
18,-61,25,83769,
13,-49,29,83769,
8,-43,36,83770,
4,-36,29,83770,
7,-32,38,83770,
16,-34,45,83770,
9,-28,30,83770,
19,-25,40,83770,
22,-16,33,83770,
26,-28,33,83770,
19,-39,29,83770,
25,-16,43,83770,
20,-32,43,83770,
13,-29,21,83770,
26,-15,3,83770,
44,-15,19,83770,
48,-30,34,83770,
25,-25,29,83771,
14,-5,26,83771,
33,-6,35,83771,
44,-22,43,83771,
32,-27,35,83771,
24,-18,29,83771,
27,-8,32,83771,
36,-16,40,83771,
28,-11,27,83771,
33,-10,37,83771,
30,-18,30,83771,
29,-24,19,83771,
41,-23,32,83771,
24,-32,27,83771,
25,-26,36,83771,
21,-27,23,83772,
29,-31,30,83772,
34,-23,26,83774,
27,-22,34,83774,
17,-28,30,83775,
25,-32,37,83775,
23,-43,32,83775,
11,-43,27,83775,
6,-31,27,83775,
8,-32,37,83775,
5,-33,26,83775,
3,-36,41,83775,
31,-32,47,83775,
-13,-21,33,83775,
-6,-26,40,83775,
10,-35,32,83775,
0,-32,36,83775,
12,-34,33,83776,
-1,-31,30,83776,
7,-21,42,83776,
18,-20,46,83776,
22,-10,42,83776,
16,-2,47,83777,
14,-8,39,83777,
14,-19,35,83777,
18,-29,41,83777,
19,-35,49,83778,
17,-25,42,83778,
