angleX,angleY,angleZ,Time,
9,-47,23,82531,
11,-39,29,82531,
12,-31,37,82531,
11,-24,45,82532,
13,-14,48,82532,
16,-2,46,82532,
22,6,45,82532,
23,15,38,82532,
16,23,29,82532,
12,30,22,82532,
3,36,22,82532,
-6,41,15,82532,
-16,42,15,82533,
-7,41,10,82533,
2,37,20,82533,
6,30,27,82533,
14,22,35,82533,
19,10,43,82534,
28,7,39,82534,
29,-3,35,82534,
37,-9,41,82534,
48,-10,35,82534,
42,-13,24,82534,
48,-14,16,82534,
29,-39,16,82534,
48,-9,-10,82534,
46,-20,-7,82534,
50,-13,-13,82535,
41,-12,-8,82535,
50,-13,-3,82540,
41,-17,-9,82550,
33,-25,-8,82550,
29,-32,-1,82550,
26,-42,4,82550,
19,-47,-4,82550,
10,-43,-11,82550,
1,-50,-17,82551,
-6,-44,-21,82551,
0,-51,-25,82551,
-4,-46,-17,82551,
3,-48,-10,82554,
9,-46,-2,82555,
15,-45,6,82555,
11,-40,-2,82557,
17,-38,-11,82557,
11,-46,-2,82557,
14,-42,8,82557,
9,-41,21,82557,
17,-42,29,82557,
24,-40,18,82557,
16,-34,13,82557,
25,-28,4,82557,
15,-33,1,82558,
2,-42,3,82558,
13,-46,23,82558,
39,-49,31,82558,
46,-50,20,82558,
31,-44,5,82558,
16,-38,0,82558,
13,-31,9,82558,
28,-30,15,82558,
29,-41,22,82558,
24,-32,18,82558,
12,-31,25,82558,
17,-22,32,82558,
28,-24,43,82558,
14,-11,38,82558,
10,-7,27,82558,
16,-11,39,82558,
26,-14,34,82558,
14,-21,32,82558,
24,-29,29,82559,
16,-36,28,82559,
21,-27,23,82559,
13,-38,21,82559,
31,-13,38,82559,
13,-5,25,82559,
20,-13,33,82559,
27,-10,45,82559,
32,-23,38,82559,
20,-25,37,82559,
21,-14,44,82559,
30,-21,36,82559,
32,-25,27,82560,
25,-23,35,82562,
18,-31,39,82562,
16,-42,39,82562,
6,-33,38,82563,
7,-22,38,82563,
17,-15,41,82563,
7,-14,42,82563,
0,-10,50,82563,
8,-5,43,82563,
10,-15,45,82563,
7,-4,46,82564,
11,-12,40,82565,
13,-22,36,82565,
15,-33,40,82565,
22,-34,31,82565,
24,-39,45,82565,
23,-16,47,82565,
15,-7,40,82565,
29,-13,38,82565,
27,-24,39,82565,
27,-21,29,82566,
25,-31,36,82569,
27,-27,25,82570,
22,-29,36,82570,
21,-35,27,82570,
22,-33,37,82570,
19,-42,30,82570,
22,-32,29,82570,
28,-40,36,82570,
17,-47,25,82570,
18,-57,22,82570,
13,-48,15,82570,
4,-43,12,82570,
12,-43,22,82570,
14,-32,24,82570,
25,-26,33,82570,
18,-21,39,82571,
18,-16,28,82571,
30,-25,41,82571,
27,-13,34,82571,
18,-8,35,82571,
21,-4,44,82571,
30,-12,49,82571,
11,-18,46,82571,
18,-10,42,82571,
14,-19,35,82572,
19,-32,21,82572,
25,-40,19,82572,
23,-32,28,82572,
18,-31,19,82572,
23,-38,10,82572,
28,-47,6,82572,
31,-59,0,82572,
25,-49,3,82572,
30,-40,0,82572,
30,-36,-11,82572,
25,-28,-19,82572,
29,-19,-17,82572,
28,-11,-11,82573,
39,-17,-21,82573,
50,-21,-21,82573,
40,-15,-20,82573,
48,-11,-11,82578,
35,-9,-9,82578,
46,-11,-10,82578,
40,-17,-17,82578,
50,-15,-14,82578,
35,-15,-13,82578,
49,-16,-16,82578,
39,-17,-17,82579,
48,-14,-12,82580,
40,-19,-20,82580,
50,-14,-15,82580,
40,-12,-9,82580,
48,-19,-13,82580,
38,-18,-16,82592,
33,-22,-8,82592,
21,-28,-6,82593,
29,-37,-5,82593,
33,-46,-7,82593,
23,-45,-4,82593,
13,-44,-8,82593,
4,-42,-12,82593,
1,-47,-21,82593,
6,-56,-18,82594,
13,-44,-10,82594,
0,-47,-15,82594,
7,-45,-22,82594,
-3,-47,-27,82594,
4,-41,-23,82594,
2,-50,-18,82598,
-7,-55,-18,82598,
-6,-45,-19,82598,
5,-46,-17,82598,
10,-45,-7,82599,
12,-40,2,82599,
19,-44,9,82599,
11,-44,2,82601,
12,-35,8,82601,
15,-46,12,82602,
16,-58,18,82602,
13,-42,19,82602,
13,-29,28,82602,
20,-33,39,82602,
11,-37,37,82602,
0,-32,28,82602,
13,-30,38,82602,
7,-27,27,82602,
18,-34,25,82603,
16,-38,36,82603,
10,-29,46,82603,
16,-37,41,82603,
3,-32,45,82603,
-1,-21,42,82603,
23,-18,22,82603,
40,-24,14,82603,
33,-27,26,82603,
19,-26,35,82603,
22,-29,20,82603,
21,-27,30,82603,
27,-38,33,82603,
18,-25,17,82603,
19,-21,35,82603,
28,-36,48,82603,
30,-43,27,82603,
15,-24,14,82603,
15,-11,30,82603,
37,-49,30,82603,
13,-31,5,82603,
6,-3,25,82603,
38,-43,15,82603,
6,-16,15,82603,
8,-5,44,82603,
46,-36,26,82603,
21,-19,16,82603,
9,-6,40,82603,
41,-33,39,82603,
32,-23,30,82603,
20,-12,27,82603,
31,-13,38,82603,
24,-17,30,82603,
31,-13,38,82603,
30,-20,30,82604,
31,-28,24,82606,
