angleX,angleY,angleZ,Time,
11,-46,25,82735,
13,-41,34,82735,
10,-30,35,82735,
9,-23,44,82736,
19,3,45,82736,
13,11,43,82736,
11,17,31,82736,
-3,22,19,82736,
-8,33,15,82736,
-11,43,12,82736,
-21,41,10,82736,
-22,36,0,82737,
-11,35,0,82737,
-7,34,11,82737,
2,23,19,82737,
6,19,28,82737,
19,19,29,82737,
29,10,33,82737,
39,5,46,82737,
43,-5,44,82737,
43,-7,33,82738,
42,-9,23,82738,
47,-12,14,82738,
31,-54,31,82738,
48,2,19,82738,
49,-12,6,82738,
42,-19,-3,82738,
49,-15,-10,82738,
39,-13,-13,82743,
49,-13,-9,82744,
42,-17,-15,82744,
49,-13,-9,82744,
42,-17,-16,82744,
48,-13,-9,82745,
38,-18,-15,82745,
45,-14,-9,82745,
39,-22,-4,82746,
46,-11,-12,82746,
46,-20,-4,82748,
46,-7,-17,82748,
46,-18,-2,82748,
50,-12,-11,82748,
39,-13,-8,82748,
49,-12,-11,82749,
38,-22,-8,82753,
43,-14,-13,82753,
36,-17,-5,82758,
31,-27,-1,82759,
31,-37,1,82759,
23,-44,3,82759,
16,-48,-3,82759,
10,-47,-11,82759,
2,-48,-18,82759,
8,-47,-8,82760,
0,-46,-16,82760,
1,-56,-19,82765,
2,-46,-17,82765,
4,-44,-7,82766,
13,-44,0,82766,
17,-46,9,82767,
14,-42,0,82769,
10,-34,6,82769,
18,-41,11,82769,
21,-46,1,82769,
20,-47,13,82769,
26,-52,49,82769,
24,-57,34,82769,
23,-40,27,82769,
20,-28,16,82769,
30,-28,25,82770,
19,-31,25,82770,
25,-26,34,82770,
35,-27,35,82770,
27,-34,32,82770,
25,-34,42,82770,
16,-34,34,82770,
20,-29,24,82770,
21,-35,32,82770,
12,-41,27,82770,
10,-31,25,82771,
15,-39,21,82771,
9,-53,20,82771,
16,-56,31,82771,
18,-53,41,82771,
21,-38,46,82771,
32,-17,49,82771,
20,-22,33,82771,
27,-18,40,82771,
28,-23,31,82775,
24,-17,40,82776,
23,-23,50,82776,
24,-39,35,82776,
16,-33,27,82776,
8,-24,33,82777,
19,-17,36,82777,
11,-17,43,82777,
26,-12,46,82777,
15,-13,40,82777,
23,-13,33,82777,
20,-19,41,82777,
29,-23,33,82777,
22,-17,37,82778,
19,-10,44,82779,
19,-20,39,82779,
24,-29,49,82780,
21,-16,45,82780,
22,-14,33,82780,
31,-19,32,82782,
22,-25,27,82785,
23,-26,37,82785,
26,-26,27,82785,
18,-25,33,82785,
34,-35,28,82785,
43,-33,22,82785,
26,-26,38,82785,
19,-35,38,82785,
29,-38,31,82785,
19,-41,31,82785,
13,-38,16,82785,
6,-34,8,82785,
19,-40,19,82785,
35,-48,20,82785,
22,-44,22,82785,
13,-41,17,82786,
23,-38,21,82786,
14,-36,25,82786,
21,-29,22,82786,
11,-29,30,82786,
23,-31,31,82786,
25,-26,41,82786,
17,-19,38,82786,
26,-19,43,82786,
19,-9,43,82786,
26,-5,34,82786,
20,-9,42,82787,
9,-3,38,82787,
7,-2,50,82787,
21,-11,44,82787,
37,-17,45,82787,
19,-17,40,82787,
18,-22,29,82787,
20,-29,21,82787,
26,-38,28,82787,
34,-47,39,82787,
46,-51,40,82787,
44,-53,26,82787,
31,-46,22,82787,
22,-39,19,82787,
22,-30,14,82788,
32,-26,9,82788,
43,-25,5,82788,
32,-22,10,82788,
22,-19,6,82788,
33,-17,7,82788,
42,-18,-2,82788,
40,-8,-4,82788,
50,-10,-9,82788,
41,-18,-1,82789,
50,-9,-8,82789,
41,-13,-10,82789,
50,-17,-15,82789,
40,-19,-12,82802,
31,-23,-10,82802,
36,-33,-4,82802,
25,-37,1,82802,
17,-43,2,82802,
10,-45,-10,82802,
6,-54,-13,82802,
3,-46,-22,82803,
1,-57,-18,82803,
11,-49,-12,82803,
0,-48,-21,82803,
10,-45,-19,82804,
15,-48,-10,82806,
16,-42,-1,82806,
11,-40,8,82806,
5,-41,16,82807,
19,-44,12,82808,
9,-45,9,82808,
19,-44,1,82808,
13,-53,11,82808,
18,-43,9,82808,
19,-42,-1,82809,
16,-32,7,82809,
22,-38,1,82809,
15,-42,-9,82809,
19,-44,5,82809,
31,-42,9,82809,
36,-41,0,82809,
23,-38,-7,82809,
11,-32,-4,82809,
17,-34,7,82809,
32,-40,13,82809,
23,-36,4,82809,
28,-34,18,82809,
35,-38,11,82809,
24,-35,10,82809,
36,-39,20,82809,
24,-40,9,82809,
24,-30,14,82809,
36,-29,21,82809,
44,-35,27,82810,
39,-30,35,82810,
39,-35,47,82810,
48,-41,46,82810,
41,-45,37,82810,
27,-39,25,82810,
21,-27,22,82810,
32,-28,27,82810,
25,-37,30,82810,
15,-28,27,82810,
22,-38,26,82810,
12,-39,24,82810,
21,-53,50,82810,
20,-42,39,82810,
14,-32,28,82810,
17,-28,39,82811,
24,-17,38,82811,
28,-23,30,82811,
26,-31,40,82815,
21,-33,28,82815,
17,-39,19,82815,
22,-45,29,82815,
9,-39,25,82815,
14,-28,26,82815,
20,-25,37,82815,
13,-16,38,82816,
15,-5,44,82816,
19,-13,38,82816,
13,-11,46,82817,
19,-20,43,82818,
15,-29,38,82818,
26,-29,41,82818,
17,-38,50,82818,
20,-25,46,82818,
12,-20,40,82818,
26,-18,43,82818,
28,-19,33,82819,
24,-30,26,82823,
31,-15,40,82823,
28,-27,28,82823,
31,-23,41,82823,
30,-28,32,82823,
24,-29,22,82823,
25,-21,40,82823,
26,-32,28,82823,
22,-23,32,82823,
26,-27,41,82823,
23,-33,28,82823,
22,-24,33,82823,
23,-35,36,82823,
22,-26,27,82823,
19,-31,36,82823,
20,-43,36,82824,
12,-44,28,82824,
15,-35,23,82824,
9,-28,29,82824,
15,-28,38,82824,
6,-32,31,82824,
12,-40,32,82824,
6,-33,26,82824,
17,-25,46,82824,
11,-20,39,82824,
17,-13,43,82825,
24,-19,38,82836,
24,-28,33,82836,
21,-35,22,82836,
21,-41,13,82836,
13,-46,9,82836,
19,-51,1,82837,
8,-47,-4,82837,
17,-42,0,82837,
9,-44,-6,82837,
18,-49,-2,82837,
15,-45,8,82837,
19,-44,20,82837,
17,-36,32,82837,
32,-30,30,82837,
23,-24,31,82838,
18,-22,43,82838,
13,-19,31,82838,
-3,-9,30,82838,
0,-16,47,82838,
17,-30,50,82838,
26,-23,42,82838,
35,-11,37,82838,
21,-14,36,82838,
33,-19,40,82838,
40,-27,33,82838,
30,-30,28,82838,
22,-32,21,82838,
34,-30,15,82838,
46,-43,19,82838,
35,-42,17,82838,
38,-41,6,82838,
38,-29,4,82838,
30,-21,0,82839,
39,-16,-4,82839,
42,-14,-14,82839,
46,-23,-8,82839,
44,-14,-16,82839,
37,-23,-11,82859,
37,-27,0,82859,
29,-33,6,82859,
20,-40,4,82859,
18,-50,5,82859,
13,-44,-5,82859,
9,-52,-11,82860,
-4,-50,-17,82860,
4,-44,-15,82860,
7,-54,-14,82865,
11,-48,-6,82865,
13,-41,1,82865,
16,-46,10,82866,
21,-42,2,82868,
10,-46,9,82868,
15,-54,14,82868,
16,-45,8,82868,
18,-48,-3,82868,
17,-41,5,82868,
29,-43,12,82869,
17,-36,2,82869,
6,-36,4,82869,
16,-33,10,82869,
8,-39,12,82869,
17,-39,17,82869,
15,-35,8,82869,
33,-37,10,82869,
22,-39,10,82869,
29,-44,22,82869,
34,-39,9,82869,
37,-33,21,82869,
26,-33,21,82869,
29,-23,21,82869,
34,-28,29,82869,
46,-37,31,82869,
39,-30,34,82870,
28,-23,34,82870,
