angleX,angleY,angleZ,Time,
7,-48,20,83476,
9,-50,31,83476,
16,-46,37,83477,
22,-38,35,83477,
26,-28,38,83477,
25,-18,35,83477,
25,-5,37,83477,
25,5,38,83477,
19,14,35,83477,
14,24,32,83477,
4,31,25,83477,
-5,36,20,83477,
-13,41,16,83478,
-19,41,7,83479,
-8,36,15,83479,
-2,31,25,83479,
5,28,34,83479,
14,19,43,83479,
22,11,47,83479,
26,7,37,83479,
28,-4,37,83479,
44,-7,36,83479,
41,-17,35,83480,
36,-15,24,83480,
49,-15,17,83480,
43,-22,10,83480,
46,-18,1,83480,
43,-11,-9,83480,
36,-18,-5,83495,
35,-28,-9,83495,
28,-37,-5,83495,
21,-44,-3,83495,
9,-47,-13,83495,
6,-48,-28,83496,
7,-46,-16,83496,
-6,-44,-18,83496,
3,-49,-19,83496,
10,-49,-11,83500,
14,-45,-2,83500,
16,-46,8,83500,
15,-44,-6,83502,
19,-41,5,83502,
28,-45,7,83502,
20,-40,13,83502,
10,-34,3,83502,
9,-24,2,83502,
13,-27,13,83502,
22,-31,10,83503,
33,-33,9,83503,
37,-40,0,83503,
30,-38,-12,83503,
36,-42,4,83503,
33,-47,13,83503,
20,-48,22,83503,
10,-44,22,83503,
5,-34,12,83503,
20,-36,20,83503,
33,-37,21,83503,
22,-32,16,83503,
34,-33,19,83503,
27,-41,24,83503,
24,-35,15,83503,
34,-31,26,83503,
44,-36,34,83503,
35,-29,33,83503,
27,-24,25,83503,
10,-17,26,83503,
0,-13,24,83503,
8,-14,32,83503,
21,-21,33,83503,
25,-27,41,83504,
19,-29,28,83504,
16,-40,37,83504,
6,-41,26,83504,
15,-37,24,83504,
9,-35,35,83504,
1,-33,28,83504,
10,-42,26,83504,
21,-43,31,83504,
13,-37,26,83504,
13,-27,18,83504,
27,-33,18,83504,
33,-41,22,83504,
38,-47,29,83504,
24,-33,29,83504,
28,-10,27,83504,
41,-4,34,83504,
41,-19,34,83504,
32,-36,31,83504,
34,-15,32,83504,
34,-23,24,83508,
32,-11,33,83508,
32,-21,35,83508,
33,-32,27,83508,
25,-41,30,83508,
20,-34,24,83508,
14,-30,32,83508,
7,-22,38,83509,
21,-14,36,83509,
15,-8,28,83509,
20,-13,39,83509,
22,-21,45,83511,
18,-15,37,83511,
28,-20,34,83511,
16,-21,34,83511,
30,-26,44,83511,
30,-16,41,83511,
21,-25,46,83511,
27,0,37,83511,
38,-2,34,83511,
35,-15,38,83511,
27,-21,40,83511,
25,-10,35,83511,
37,-17,37,83512,
31,-21,30,83512,
29,-31,32,83515,
27,-41,31,83515,
27,-46,22,83516,
18,-40,18,83516,
20,-46,9,83516,
10,-44,13,83516,
0,-41,13,83516,
13,-41,21,83516,
3,-39,24,83516,
18,-39,29,83516,
8,-39,23,83516,
18,-32,25,83516,
16,-30,35,83516,
23,-30,43,83516,
19,-29,33,83516,
29,-26,40,83517,
28,-14,37,83517,
18,-14,36,83517,
27,-17,40,83517,
18,-15,36,83517,
8,0,32,83517,
9,8,42,83517,
24,11,47,83517,
16,9,41,83517,
32,-9,39,83517,
21,-6,42,83517,
24,-15,32,83517,
22,-26,30,83518,
33,-37,29,83518,
25,-44,24,83518,
18,-43,15,83518,
16,-53,19,83518,
19,-47,11,83518,
28,-42,6,83518,
27,-32,1,83518,
32,-21,-3,83518,
42,-19,-4,83518,
36,-16,-15,83519,
46,-12,-15,83519,
36,-13,-13,83519,
44,-17,-22,83519,
39,-16,-13,83519,
35,-19,-3,83532,
47,-20,-2,83532,
33,-22,2,83532,
37,-31,7,83532,
30,-36,14,83532,
23,-40,7,83532,
20,-45,-2,83532,
11,-46,-9,83532,
5,-47,-17,83533,
-10,-50,-22,83533,
-6,-41,-18,83533,
4,-44,-24,83533,
-5,-50,-24,83533,
-9,-43,-17,83533,
-4,-51,-23,83536,
-2,-47,-14,83536,
8,-48,-9,83537,
11,-42,-1,83537,
17,-43,7,83537,
27,-44,5,83538,
17,-42,4,83539,
13,-45,16,83539,
24,-43,9,83539,
20,-46,0,83539,
29,-35,3,83539,
20,-28,4,83539,
10,-26,5,83539,
20,-21,13,83540,
17,-30,17,83540,
28,-35,12,83540,
19,-42,29,83540,
24,-39,20,83540,
31,-49,18,83540,
19,-34,25,83540,
8,-34,24,83540,
20,-37,28,83540,
30,-32,28,83540,
21,-28,25,83540,
26,-32,39,83540,
17,-35,44,83540,
11,-31,36,83540,
